int_mentality_id,int_player_id,int_aggression,int_interceptions,int_positioning,int_vision,int_penalties,int_composure
5551,5551,77,67,69,67,41,73
5552,5552,40,17,68,66,55,52
5553,5553,34,15,67,68,59,64
5554,5554,86,68,64,65,69,66
5555,5555,70,70,30,46,30,69
5556,5556,72,29,73,28,62,62
5557,5557,81,67,32,64,57,54
5558,5558,32,22,64,59,58,58
5559,5559,42,29,73,59,70,66
5560,5560,78,69,58,68,60,75
5561,5561,78,68,50,36,37,52
5562,5562,48,25,68,64,50,61
5563,5563,58,46,71,69,66,70
5564,5564,54,63,62,50,44,55
5565,5565,58,33,64,72,71,80
5566,5566,67,69,32,40,47,59
5567,5567,60,73,45,58,36,69
5568,5648,65,65,67,79,44,70
5569,5568,68,66,59,56,44,64
5570,5569,70,69,66,70,68,70
5571,5570,44,42,68,68,41,66
5572,5571,70,65,45,31,35,50
5573,5572,30,25,58,59,62,53
5574,5573,65,72,31,59,35,75
5575,5574,70,68,64,44,48,56
5576,5575,28,22,70,54,66,64
5577,5576,79,70,54,57,45,55
5578,5577,68,68,36,66,40,70
5579,5578,49,31,69,65,63,72
5580,5579,83,65,63,58,45,67
5581,5580,45,28,66,63,60,66
5582,5581,65,68,69,64,63,64
5583,5582,63,64,68,69,50,60
5584,5583,66,61,39,46,42,67
5585,5584,22,14,12,21,15,25
5586,5585,47,59,64,66,53,62
5587,5586,49,30,63,69,30,62
5588,5587,65,23,74,49,61,49
5589,5588,47,42,65,74,72,62
5590,5589,70,67,45,42,42,67
5591,5590,70,68,49,50,36,61
5592,5591,87,73,49,47,40,64
5593,5592,80,42,73,68,79,74
5594,5593,69,43,71,68,70,67
5595,5594,57,65,59,63,59,70
5596,5595,80,60,56,61,48,70
5597,5596,39,19,63,59,57,54
5598,5597,65,70,56,46,38,57
5599,5598,36,39,68,70,63,69
5600,5599,45,44,72,70,70,72
5601,5600,52,20,73,64,66,66
5602,5601,66,71,33,38,43,61
5603,5602,41,30,69,69,50,71
5604,5603,38,35,66,65,48,62
5605,5604,75,70,58,68,51,64
5606,5605,44,20,73,46,70,66
5607,5606,39,42,74,67,69,66
5608,5607,65,68,63,68,33,71
5609,5608,54,63,62,68,67,67
5610,5609,19,8,7,21,13,31
5611,5610,52,66,40,71,72,52
5612,5611,71,55,72,70,64,65
5613,5612,66,68,35,36,38,52
5614,5613,72,66,58,67,48,67
5615,5614,66,75,49,47,48,80
5616,5615,64,23,73,55,72,68
5617,5616,53,40,68,64,64,64
5618,5617,63,66,68,57,58,53
5619,5618,28,17,12,62,28,61
5620,5619,71,71,43,60,44,75
5621,5620,64,67,58,49,42,52
5622,5621,27,19,13,27,15,39
5623,5622,60,64,50,45,56,57
5624,5623,67,66,66,62,68,57
5625,5624,43,30,55,59,75,69
5626,5625,46,33,70,63,65,60
5627,5626,78,53,63,66,66,69
5628,5627,65,49,67,66,67,60
5629,5628,63,64,50,56,64,56
5630,5629,62,32,68,62,61,71
5631,5630,71,57,63,73,72,70
5632,5631,71,67,30,39,39,58
5633,5632,58,20,68,42,72,60
5634,5633,80,67,56,56,49,61
5635,5634,33,26,15,29,21,45
5636,5635,23,10,10,29,36,40
5637,5636,53,26,73,59,59,66
5638,5637,25,18,15,67,30,31
5639,5638,48,67,61,62,43,63
5640,5639,64,64,33,48,36,69
5641,5640,56,61,62,69,58,69
5642,5641,31,20,62,64,55,49
5643,5642,63,64,62,58,50,64
5644,5643,73,68,21,22,37,55
5645,5644,76,52,70,71,67,74
5646,5645,68,71,48,31,33,66
5647,5646,41,36,60,62,59,65
5648,5647,75,25,74,60,59,59
5649,5649,63,57,75,68,55,70
5650,5650,22,9,7,36,14,55
5651,5651,72,71,72,65,59,70
5652,5652,61,47,58,66,48,62
5653,5653,64,66,40,55,61,60
5654,5654,40,67,42,39,44,51
5655,5655,47,26,69,69,71,60
5656,5656,43,28,67,68,60,66
5657,5657,59,55,62,65,61,58
5658,5658,88,68,45,55,39,55
5659,5659,74,69,42,50,45,62
5660,5660,50,72,42,41,45,59
5661,5661,79,51,72,74,72,71
5662,5662,75,36,66,71,73,66
5663,5663,55,18,65,58,48,67
5664,5664,68,68,27,52,32,54
5665,5665,36,22,13,38,16,47
5666,5666,48,17,71,60,70,65
5667,5667,50,46,63,72,74,73
5668,5668,57,26,18,36,35,61
5669,5669,70,70,55,50,49,53
5670,5670,68,42,69,52,68,67
5671,5671,21,21,11,45,24,54
5672,5672,50,58,65,69,51,59
5673,5673,68,72,55,67,50,55
5674,5674,39,62,55,45,52,63
5675,5675,39,29,65,67,43,52
5676,5676,70,71,53,56,41,61
5677,5677,57,69,49,68,59,78
5678,5678,61,70,57,55,49,53
5679,5679,43,42,65,62,54,66
5680,5680,74,74,38,52,52,52
5681,5681,62,28,68,68,55,51
5682,5682,72,30,69,46,67,57
5683,5683,34,30,14,44,13,41
5684,5684,55,52,67,69,48,64
5685,5685,22,9,7,43,25,58
5686,5686,84,66,67,69,68,56
5687,5687,69,75,48,52,76,57
5688,5688,33,16,67,68,63,71
5689,5689,59,41,67,57,50,64
5690,5690,28,14,10,35,23,36
5691,5691,39,25,61,63,69,59
5692,5692,63,66,32,46,61,55
5693,5693,50,49,70,55,68,67
5694,5694,54,24,70,65,68,67
5695,5695,69,68,60,65,56,70
5696,5696,46,35,66,68,64,62
5697,5697,64,69,36,39,45,68
5698,5698,73,66,62,63,74,73
5699,5699,38,49,64,67,50,55
5700,5700,67,65,66,68,42,62
5701,5701,33,13,63,70,63,53
5702,5702,59,62,67,48,47,65
5703,5703,66,56,64,77,73,65
5704,5704,71,61,53,52,45,62
5705,5705,74,62,48,59,41,65
5706,5706,29,35,63,68,72,66
5707,5707,72,66,35,38,40,57
5708,5708,60,68,48,51,44,54
5709,5709,65,68,37,47,38,65
5710,5710,65,68,62,65,51,56
5711,5711,78,65,46,59,41,61
5712,5712,64,65,65,57,55,69
5713,5713,32,25,66,59,62,59
5714,5714,79,31,68,67,74,70
5715,5715,72,60,67,63,46,58
5716,5716,79,71,70,64,58,76
5717,5717,81,64,27,34,36,43
5718,5718,68,70,40,48,44,67
5719,5719,49,17,67,66,58,63
5720,5720,33,14,71,64,74,68
5721,5721,71,72,53,60,37,64
5722,5722,69,70,58,53,69,65
5723,5723,51,68,42,41,40,68
5724,5724,38,21,61,60,58,74
5725,5725,48,40,70,73,64,67
5726,5726,69,68,49,52,66,69
5727,5727,26,25,16,69,15,51
5728,5728,60,14,67,55,60,60
5729,5729,69,71,54,45,42,60
5730,5730,44,22,70,70,60,68
5731,5731,58,67,72,43,41,65
5732,5732,76,70,52,55,56,73
5733,5733,82,68,29,35,65,64
5734,5734,72,65,24,32,46,65
5735,5735,72,66,65,73,70,69
5736,5736,37,29,69,57,65,55
5737,5737,65,66,56,64,63,63
5738,5738,72,66,27,40,47,63
5739,5739,71,68,22,40,30,63
5740,5740,22,17,13,46,13,50
5741,5741,58,58,60,63,54,68
5742,5742,72,72,69,71,53,69
5743,5743,49,67,65,68,59,67
5744,5744,79,19,69,48,58,61
5745,5745,19,23,20,50,15,50
5746,5746,50,69,67,75,39,61
5747,5747,46,27,72,55,65,71
5748,5748,71,66,55,54,61,64
5749,5749,64,41,69,67,76,56
5750,5750,41,13,18,45,27,62
5751,5751,66,60,67,68,63,69
5752,5752,46,41,62,64,49,59
5753,5753,65,69,27,37,36,58
5754,5754,70,70,65,71,68,76
5755,5755,56,52,65,69,53,55
5756,5756,50,22,70,68,60,58
5757,5757,67,72,30,59,39,55
5758,5758,68,69,65,66,62,69
5759,5759,69,45,65,65,67,62
5760,5760,70,67,64,61,49,60
5761,5761,61,68,65,68,49,70
5762,5762,84,70,65,70,63,69
5763,5763,76,69,42,49,54,62
5764,5764,72,61,66,65,45,62
5765,5765,58,36,67,58,46,51
5766,5766,65,25,70,65,63,69
5767,5767,28,8,9,55,10,59
5768,5768,61,40,72,63,63,67
5769,5769,78,63,61,63,44,61
5770,5770,71,70,32,38,46,65
5771,5771,68,66,50,58,38,70
5772,5772,87,67,44,44,49,66
5773,5773,66,61,20,35,44,66
5774,5774,26,10,6,27,19,24
5775,5775,60,62,65,73,64,72
5776,5776,54,65,59,55,30,61
5777,5777,74,67,54,51,38,68
5778,5778,59,53,69,63,60,67
5779,5779,64,66,60,55,45,67
5780,5780,64,67,63,61,53,66
5781,5781,24,30,18,62,23,49
5782,5782,78,30,63,64,66,67
5783,5783,45,34,61,71,66,62
5784,5784,60,13,69,61,67,66
5785,5785,63,15,70,58,74,61
5786,5786,45,59,70,71,74,73
5787,5787,41,26,62,55,68,64
5788,5788,49,68,59,49,59,60
5789,5789,74,70,62,68,60,69
5790,5790,35,38,69,59,58,59
5791,5791,31,12,11,36,23,13
5792,5792,41,58,57,60,53,63
5793,5793,72,66,25,61,25,66
5794,5794,52,52,73,72,55,58
5795,5795,80,71,68,67,64,70
5796,5796,51,16,70,51,55,50
5797,5797,51,22,74,58,64,78
5798,5798,59,21,72,64,68,63
5799,5799,66,62,61,47,46,58
5800,5800,66,66,63,64,42,60
5801,5801,59,68,63,72,50,71
5802,5802,39,24,70,67,61,68
5803,5803,68,64,62,48,43,60
5804,5804,50,71,26,30,45,70
5805,5805,77,69,28,29,42,67
5806,5806,26,42,66,66,71,63
5807,5807,64,68,23,52,34,56
5808,5808,24,24,16,60,23,57
5809,5809,64,60,64,65,66,61
5810,5810,73,61,59,73,56,64
5811,5811,63,71,38,54,36,66
5812,5812,76,24,65,66,73,58
5813,5813,45,41,69,71,58,68
5814,5814,28,9,6,34,16,38
5815,5815,30,18,16,21,13,58
5816,5816,69,67,47,65,51,59
5817,5817,48,33,63,73,64,70
5818,5818,65,19,69,39,57,67
5819,5819,75,64,62,63,44,69
5820,5820,57,71,66,47,38,56
5821,5821,76,68,53,54,52,67
5822,5822,75,68,60,62,42,61
5823,5823,64,68,68,68,64,72
5824,5824,75,66,45,43,41,68
5825,5825,96,65,48,63,68,68
5826,5826,34,14,14,37,24,43
5827,5827,69,67,58,58,46,61
5828,5828,61,55,71,74,49,57
5829,5829,25,10,12,56,24,67
5830,5830,69,70,65,66,40,60
5831,5831,68,65,62,53,45,52
5832,5832,47,46,68,64,46,50
5833,5833,71,60,65,70,48,57
5834,5834,80,72,56,57,38,63
5835,5835,80,63,65,70,67,72
5836,5836,67,68,62,47,33,64
5837,5837,44,32,78,65,86,73
5838,5838,69,61,48,54,42,59
5839,5839,40,30,69,36,77,58
5840,5840,53,40,68,57,54,64
5841,5841,73,26,69,59,64,69
5842,5842,43,52,59,57,51,62
5843,5843,83,66,51,68,50,63
5844,5844,56,60,57,66,63,62
5845,5845,78,68,59,63,34,73
5846,5846,73,66,58,59,54,67
5847,5847,63,43,70,73,73,74
5848,5848,70,70,22,25,39,67
5849,5849,68,68,27,48,51,70
5850,5850,64,74,42,50,48,64
5851,5851,59,60,50,57,48,70
5852,5852,34,24,14,29,18,19
5853,5853,48,33,70,64,58,69
5854,5854,53,65,74,72,61,69
5855,5855,53,51,62,61,66,65
5856,5856,77,67,47,54,52,66
5857,5857,57,35,59,68,58,68
5858,5858,79,67,30,32,47,57
5859,5859,52,65,57,72,48,70
5860,5860,55,18,71,58,69,69
5861,5861,68,64,58,72,53,66
5862,5862,60,35,68,64,67,60
5863,5863,25,26,11,10,14,32
5864,5864,72,18,68,60,75,65
5865,5865,75,70,46,49,47,66
5866,5866,63,37,73,70,66,59
5867,5867,57,33,65,72,67,60
5868,5868,18,11,17,28,30,41
5869,5869,31,31,62,64,64,66
5870,5870,71,68,48,46,47,65
5871,5871,39,21,70,63,55,66
5872,5872,62,28,74,51,79,66
5873,5873,78,65,53,52,45,62
5874,5874,68,63,53,54,47,66
5875,5875,63,72,49,62,44,76
5876,5876,58,40,74,75,69,71
5877,5877,58,69,28,37,41,60
5878,5878,40,11,10,41,10,45
5879,5879,66,69,30,57,41,66
5880,5880,71,63,45,51,44,55
5881,5881,61,68,66,71,48,63
5882,5882,56,63,43,48,44,55
5883,5883,73,67,69,67,54,74
5884,5884,23,7,7,49,16,38
5885,5885,77,68,41,37,51,57
5886,5886,63,54,65,65,62,68
5887,5887,46,44,71,70,62,69
5888,5888,55,40,64,74,60,71
5889,5889,70,60,65,52,60,59
5890,5890,32,20,64,42,67,50
5891,5891,66,50,66,70,78,67
5892,5892,78,74,28,53,45,66
5893,5893,70,66,59,56,63,54
5894,5894,45,31,69,69,58,65
5895,5895,84,67,58,55,55,59
5896,5896,63,64,53,42,47,63
5897,5897,51,69,67,70,66,68
5898,5898,31,22,20,30,22,29
5899,5899,71,70,22,62,52,66
5900,5900,86,63,65,65,61,67
5901,5901,78,65,69,70,54,64
5902,5902,31,26,13,36,31,51
5903,5903,49,32,64,68,59,67
5904,5904,64,67,31,28,38,62
5905,5905,83,70,43,49,46,55
5906,5906,40,30,70,67,56,70
5907,5907,81,66,26,40,48,64
5908,5908,52,46,68,71,58,75
5909,5909,79,66,35,39,55,64
5910,5910,42,28,65,68,49,64
5911,5911,21,22,13,32,23,48
5912,5912,57,43,70,66,67,71
5913,5913,63,49,78,73,65,76
5914,5914,82,59,42,57,61,67
5915,5915,72,68,64,71,55,68
5916,5916,75,69,42,40,38,68
5917,5917,66,69,54,54,53,58
5918,5918,65,48,71,60,66,63
5919,5919,61,66,67,58,52,56
5920,5920,81,71,63,73,59,75
5921,5921,69,69,52,61,55,64
5922,5922,75,72,31,39,41,64
5923,5923,42,53,67,70,75,73
5924,5924,54,29,66,65,52,62
5925,5925,74,67,53,56,51,60
5926,5926,80,72,52,56,54,70
5927,5927,60,63,56,44,34,57
5928,5928,31,14,74,68,66,63
5929,5929,44,37,63,67,58,61
5930,5930,69,67,62,68,51,64
5931,5931,43,43,66,71,61,71
5932,5932,77,66,57,59,64,64
5933,5933,52,36,68,54,73,58
5934,5934,56,33,71,67,56,62
5935,5935,22,15,9,30,14,27
5936,5936,59,67,49,31,38,68
5937,5937,61,43,62,72,58,61
5938,5938,72,68,51,47,41,53
5939,5939,63,72,30,48,45,53
5940,5940,70,35,73,55,70,61
5941,5941,72,67,66,48,50,70
5942,5942,67,70,29,32,34,59
5943,5943,71,67,70,54,58,66
5944,5944,68,59,60,61,43,67
5945,5945,75,67,50,53,26,68
5946,5946,65,68,42,54,30,74
5947,5947,65,68,54,63,49,69
5948,5948,40,66,53,40,40,51
5949,5949,77,64,59,65,34,55
5950,5950,54,17,71,56,70,61
5951,5951,61,64,59,55,39,56
5952,5952,27,18,65,60,64,59
5953,5953,72,68,46,45,73,57
5954,5954,51,24,63,63,66,68
5955,5955,64,68,43,50,37,65
5956,5956,50,62,67,63,59,56
5957,5957,71,70,52,58,44,64
5958,5958,78,66,55,60,70,60
5959,5959,83,65,55,65,49,57
5960,5960,33,17,68,58,59,57
5961,5961,72,62,66,64,51,62
5962,5962,53,16,70,64,57,68
5963,5963,59,70,70,68,59,58
5964,5964,71,62,52,58,43,65
5965,5965,75,25,71,51,72,68
5966,5966,63,65,58,48,42,56
5967,5967,62,62,49,54,35,52
5968,5968,80,64,61,44,42,63
5969,5969,55,65,56,63,45,58
5970,5970,74,69,29,33,55,69
5971,5971,56,12,71,52,66,65
5972,5972,48,28,67,67,70,69
5973,5973,76,44,66,66,72,71
5974,5974,37,40,56,68,49,55
5975,5975,66,34,70,57,60,58
5976,5976,53,66,67,71,66,67
5977,5977,67,65,59,59,48,64
5978,5978,72,67,50,43,34,60
5979,5979,63,69,67,69,65,66
5980,5980,46,16,72,51,75,74
5981,5981,68,20,72,58,65,67
5982,5982,50,59,69,66,66,68
5983,5983,38,58,67,64,59,60
5984,5984,70,63,70,58,54,60
5985,5985,82,68,42,49,41,60
5986,5986,27,11,8,47,30,55
5987,5987,33,42,65,71,62,66
5988,5988,57,38,65,63,71,75
5989,5989,25,35,66,53,49,66
5990,5990,75,69,25,38,48,64
5991,5991,66,64,66,59,56,58
5992,5992,68,61,68,62,57,69
5993,5993,66,65,57,46,47,63
5994,5994,43,30,66,64,59,67
5995,5995,39,24,66,67,64,65
5996,5996,37,34,69,66,73,61
5997,5997,46,27,59,64,56,53
5998,5998,46,19,69,63,64,57
5999,5999,53,36,60,66,69,71
6000,6000,29,20,60,66,42,59
6001,6001,39,32,58,61,60,60
6002,6002,67,70,61,63,56,60
6003,6003,49,33,57,63,57,69
6004,6004,45,39,65,69,38,68
6005,6005,18,22,16,47,70,42
6006,6006,73,66,54,59,43,65
6007,6007,49,62,58,69,66,60
6008,6008,75,60,52,67,52,58
6009,6009,70,69,43,51,41,68
6010,6010,62,54,69,65,61,69
6011,6011,65,73,66,69,64,74
6012,6012,47,23,68,54,65,60
6013,6013,68,67,29,42,50,68
6014,6014,69,67,58,68,54,71
6015,6015,68,64,60,62,71,62
6016,6016,63,71,63,59,51,70
6017,6017,69,72,39,42,39,63
6018,6018,38,16,19,25,25,45
6019,6019,74,64,56,67,37,58
6020,6020,76,67,62,61,49,64
6021,6021,71,72,62,58,41,70
6022,6022,69,58,65,71,55,74
6023,6023,50,25,68,60,53,65
6024,6024,74,64,32,32,37,54
6025,6025,64,43,73,59,57,67
6026,6026,71,72,26,41,29,53
6027,6027,67,59,58,62,45,65
6028,6028,29,19,71,62,68,60
6029,6029,74,66,57,67,39,68
6030,6030,77,70,56,53,59,65
6031,6031,67,64,55,62,65,65
6032,6032,28,18,67,70,59,69
6033,6033,69,70,61,34,32,55
6034,6034,58,67,38,45,42,54
6035,6035,49,46,67,65,57,51
6036,6036,77,42,69,72,59,72
6037,6037,82,35,66,64,67,68
6038,6038,68,64,60,44,43,58
6039,6039,52,52,68,73,52,76
6040,6040,50,43,73,61,69,70
6041,6041,66,64,64,68,64,74
6042,6042,57,38,66,63,52,66
6043,6043,37,37,71,67,65,69
6044,6044,50,60,56,44,51,53
6045,6045,76,71,58,66,46,71
6046,6046,33,24,70,64,57,62
6047,6047,80,69,54,59,58,66
6048,6048,81,37,68,66,66,68
6049,6049,60,70,55,67,50,61
6050,6050,58,49,68,71,64,69
6051,6051,29,33,67,68,60,57
6052,6052,62,63,64,66,44,65
6053,6053,47,31,66,70,57,71
6054,6054,55,52,66,70,48,61
6055,6055,45,30,68,58,62,64
6056,6056,73,32,64,66,62,68
6057,6057,62,66,64,67,67,69
6058,6058,59,30,68,71,54,55
6059,6059,61,44,72,68,71,67
6060,6060,80,66,36,49,39,60
6061,6061,45,33,65,61,57,66
6062,6062,63,45,63,65,64,68
6063,6063,62,46,76,58,67,67
6064,6064,70,78,33,44,70,74
6065,6065,34,40,63,64,51,51
6066,6066,66,23,72,60,74,68
6067,6067,62,29,68,63,61,66
6068,6068,51,25,70,70,70,65
6069,6069,60,66,47,43,39,59
6070,6070,58,28,67,69,65,69
6071,6071,74,70,48,45,38,67
6072,6072,44,31,66,56,50,50
6073,6073,59,61,63,69,52,72
6074,6074,63,30,64,66,52,68
6075,6075,40,16,60,65,61,58
6076,6076,74,61,58,65,47,65
6077,6077,70,66,63,58,45,66
6078,6078,72,68,55,55,52,70
6079,6079,63,63,49,64,41,57
6080,6080,41,46,67,69,51,64
6081,6081,78,62,60,60,57,68
6082,6082,68,71,40,64,72,73
6083,6083,68,75,31,32,40,70
6084,6084,62,40,70,68,65,66
6085,6085,46,34,64,68,64,65
6086,6086,45,44,5,71,22,61
6087,6087,43,25,63,64,57,70
6088,6088,67,63,58,57,32,54
6089,6089,76,69,27,41,44,58
6090,6090,74,65,67,69,37,65
6091,6091,74,67,59,45,35,61
6092,6092,75,64,35,43,42,62
6093,6093,78,66,36,35,40,60
6094,6094,60,72,57,54,43,64
6095,6095,64,70,46,36,30,68
6096,6096,70,67,59,67,55,67
6097,6097,46,62,47,34,56,49
6098,6098,63,66,65,67,60,65
6099,6099,21,14,14,54,21,51
6100,6100,65,64,66,68,53,61
6101,6101,67,65,60,53,55,68
6102,6102,78,72,33,43,55,64
6103,6103,47,28,65,72,59,65
6104,6104,74,69,62,67,54,64
6105,6105,73,66,62,65,65,65
6106,6106,75,69,45,37,42,62
6107,6107,32,31,69,55,52,68
6108,6108,25,13,6,50,11,53
6109,6109,72,65,29,62,43,60
6110,6110,77,70,67,67,49,68
6111,6111,45,34,70,53,66,67
6112,6112,72,63,54,52,44,56
6113,6113,39,22,13,53,14,55
6114,6114,62,67,61,54,34,61
6115,6115,69,65,28,36,28,61
6116,6116,55,31,72,68,60,69
6117,6117,79,69,59,62,58,70
6118,6118,43,32,64,64,59,67
6119,6119,65,73,68,73,71,69
6120,6120,58,20,70,54,54,64
6121,6121,68,69,31,27,76,71
6122,6122,62,68,59,45,48,67
6123,6123,53,29,58,71,65,70
6124,6124,70,65,29,26,42,52
6125,6125,65,21,66,43,61,61
6126,6126,72,65,54,51,43,60
6127,6127,35,24,65,52,67,65
6128,6128,44,32,72,65,69,64
6129,6129,70,63,59,54,50,59
6130,6130,59,66,28,31,49,60
6131,6131,73,64,49,47,39,56
6132,6132,66,65,40,66,46,73
6133,6133,58,24,65,73,62,68
6134,6134,27,15,12,47,21,63
6135,6135,65,68,61,58,71,63
6136,6136,68,74,61,70,45,70
6137,6137,34,55,75,66,62,66
6138,6138,69,69,62,57,60,71
6139,6139,59,65,67,60,31,65
6140,6140,68,63,66,71,47,70
6141,6141,60,69,59,71,46,70
6142,6142,71,71,57,71,73,69
6143,6143,70,41,63,62,54,69
6144,6144,59,64,49,50,51,55
6145,6145,69,66,50,54,39,56
6146,6146,73,63,60,64,55,67
6147,6147,54,19,70,58,66,66
6148,6148,59,62,41,58,31,52
6149,6149,71,67,31,40,51,65
6150,6150,65,17,68,54,67,69
6151,6151,72,70,53,57,70,69
6152,6152,73,70,30,33,45,60
6153,6153,69,69,26,32,30,66
6154,6154,65,64,23,51,36,59
6155,6155,71,65,53,56,58,62
6156,6156,48,47,65,66,63,72
6157,6157,69,59,34,59,48,62
6158,6158,67,22,73,59,58,70
6159,6159,64,65,53,54,54,63
6160,6160,67,62,31,28,42,64
6161,6161,67,55,68,68,63,69
6162,6162,21,12,10,34,25,50
6163,6163,74,68,34,39,54,62
6164,6164,66,26,68,57,57,63
6165,6165,74,73,59,60,36,69
6166,6166,16,16,6,33,16,54
6167,6167,63,68,68,71,37,66
6168,6168,75,64,61,60,55,61
6169,6169,66,31,65,65,73,69
6170,6170,53,28,64,67,56,71
6171,6171,71,67,29,29,39,59
6172,6172,45,38,73,65,65,62
6173,6173,62,67,54,54,49,63
6174,6174,75,66,29,38,44,61
6175,6175,41,38,64,68,55,58
6176,6176,71,70,72,60,42,70
6177,6177,64,22,68,63,71,61
6178,6178,40,33,58,69,47,65
6179,6179,54,29,64,75,51,66
6180,6180,39,23,59,67,54,66
6181,6181,58,67,41,51,34,58
6182,6182,25,15,7,14,18,53
6183,6183,50,25,62,70,65,58
6184,6184,68,70,40,50,40,60
6185,6185,58,55,65,63,62,58
6186,6186,63,69,43,67,31,75
6187,6187,73,69,52,42,46,73
6188,6188,53,41,75,63,63,69
6189,6189,57,64,66,69,52,67
6190,6190,51,35,72,58,81,61
6191,6191,72,66,26,37,41,59
6192,6192,58,39,69,60,60,73
6193,6193,53,26,72,60,69,65
6194,6194,58,61,65,59,45,62
6195,6195,67,32,71,52,65,66
6196,6196,72,63,35,55,31,63
6197,6197,69,46,74,60,38,67
6198,6198,26,16,52,59,53,51
6199,6199,18,18,4,30,15,35
6200,6200,73,69,31,38,31,61
6201,6201,57,16,70,50,70,51
6202,6202,53,73,28,53,38,49
6203,6203,54,60,63,70,72,65
6204,6204,59,23,70,65,61,56
6205,6205,24,28,16,42,17,49
6206,6206,76,73,70,65,51,61
6207,6207,18,24,20,42,24,57
6208,6208,80,70,50,56,51,67
6209,6209,53,62,52,63,56,62
6210,6210,44,25,67,62,69,56
6211,6211,49,30,68,63,68,64
6212,6212,24,18,11,52,18,60
6213,6213,56,65,63,70,58,66
6214,6214,36,17,63,66,66,70
6215,6215,19,13,12,25,22,53
6216,6216,48,36,64,63,63,58
6217,6217,23,15,8,47,23,56
6218,6218,69,70,28,48,35,63
6219,6219,73,41,70,61,72,65
6220,6220,27,13,4,28,14,42
6221,6221,68,66,63,69,64,67
6222,6222,67,69,63,66,57,62
6223,6223,40,24,67,70,63,66
6224,6224,79,67,27,37,44,53
6225,6225,81,67,64,72,57,73
6226,6226,73,63,61,63,43,65
6227,6227,20,28,17,26,25,14
6228,6228,68,74,44,65,55,71
6229,6229,44,24,12,32,12,55
6230,6230,72,25,68,66,70,71
6231,6231,69,64,40,54,29,65
6232,6232,55,60,57,54,52,58
6233,6233,33,20,68,64,56,63
6234,6234,61,62,45,59,36,54
6235,6235,65,67,64,71,60,65
6236,6236,58,61,67,63,56,68
6237,6237,80,67,55,66,29,69
6238,6238,78,63,63,48,51,64
6239,6239,68,27,68,60,69,63
6240,6240,72,67,34,55,52,52
6241,6241,32,22,62,69,60,64
6242,6242,65,30,67,65,72,65
6243,6243,73,69,38,35,34,67
6244,6244,55,51,65,71,69,66
6245,6245,77,66,29,39,43,58
6246,6246,45,48,66,73,67,73
6247,6247,55,68,53,70,48,75
6248,6248,89,71,70,61,72,74
6249,6249,65,63,21,34,38,60
6250,6250,75,62,59,45,42,53
6251,6251,73,73,40,59,30,61
6252,6252,64,73,38,45,45,59
6253,6253,68,66,47,49,51,55
6254,6254,50,33,62,67,62,73
6255,6255,27,22,16,48,22,58
6256,6256,54,68,67,66,45,58
6257,6257,51,56,69,70,59,68
6258,6258,62,61,54,57,66,59
6259,6259,70,70,21,42,40,56
6260,6260,81,64,65,65,52,62
6261,6261,70,70,27,52,31,55
6262,6262,75,67,27,35,46,60
6263,6263,65,74,25,32,34,52
6264,6264,70,63,57,55,45,57
6265,6265,50,52,67,70,70,73
6266,6266,67,68,64,70,45,74
6267,6267,68,72,24,38,31,62
6268,6268,73,66,51,62,53,64
6269,6269,73,67,62,63,53,68
6270,6270,28,49,75,70,50,63
6271,6271,65,45,67,65,62,64
6272,6272,18,23,18,53,28,26
6273,6273,85,14,72,53,75,67
6274,6274,65,51,64,70,57,66
6275,6275,66,66,63,65,58,71
6276,6276,64,71,40,42,40,62
6277,6277,80,61,62,42,47,51
6278,6278,61,70,52,60,58,52
6279,6279,26,19,9,11,15,36
6280,6280,24,20,14,38,29,47
6281,6281,22,14,5,41,14,52
6282,6282,72,65,48,46,42,65
6283,6283,64,64,61,52,39,66
6284,6284,34,15,12,52,20,47
6285,6285,76,67,42,40,19,62
6286,6286,55,33,68,63,60,64
6287,6287,78,71,46,44,40,64
6288,6288,72,65,55,69,58,67
6289,6289,61,65,65,73,57,78
6290,6290,59,58,73,69,58,51
6291,6291,42,28,71,56,65,62
6292,6292,68,65,62,71,56,64
6293,6293,45,60,64,74,69,68
6294,6294,73,66,29,59,26,65
6295,6295,66,67,28,36,33,63
6296,6296,74,62,62,64,53,68
6297,6297,18,21,19,25,29,23
6298,6298,84,63,49,36,50,59
6299,6299,66,70,42,48,53,57
6300,6300,40,68,65,62,51,58
6301,6301,75,24,74,63,81,72
6302,6302,67,66,25,35,34,51
6303,6303,61,58,67,66,53,64
6304,6304,68,67,26,48,33,55
6305,6305,69,21,75,62,62,56
6306,6306,65,69,27,60,51,73
6307,6307,79,70,23,35,41,62
6308,6308,78,70,33,48,36,70
6309,6309,63,14,70,58,63,57
6310,6310,45,22,11,23,33,56
6311,6311,72,63,66,73,53,68
6312,6312,33,19,13,40,24,55
6313,6313,62,72,48,66,46,72
6314,6314,85,67,42,40,43,53
6315,6315,73,65,58,59,51,62
6316,6316,32,16,68,67,54,59
6317,6317,73,68,51,63,47,69
6318,6318,76,71,46,61,34,74
6319,6319,54,14,71,53,56,70
6320,6320,67,61,68,67,64,68
6321,6321,69,68,56,55,39,61
6322,6322,69,46,66,63,64,65
6323,6323,67,67,58,62,52,63
6324,6324,65,28,69,59,62,64
6325,6325,55,53,68,74,64,75
