int_movement_id,int_player_id,int_acceleration,int_sprint_speed,int_agility,int_reactions,int_balance
5372,5372,44,38,50,66,53
5373,5373,72,67,49,67,44
5374,5374,62,46,64,69,63
5375,5375,76,73,69,66,62
5376,5376,72,66,75,66,94
5377,5377,77,73,81,68,80
5378,5378,69,72,57,65,59
5379,5379,76,74,80,71,88
5380,5380,69,70,73,73,86
5381,5381,69,71,83,68,76
5382,5382,72,70,73,69,76
5383,5383,57,57,67,68,55
5384,5384,61,64,62,71,51
5385,5385,46,37,62,66,53
5386,5386,72,67,71,73,60
5387,5387,86,88,90,61,73
5388,5388,34,60,35,64,34
5389,5389,73,72,70,66,71
5390,5390,87,88,87,66,79
5391,5391,35,41,33,67,33
5392,5392,72,77,64,69,60
5393,5393,77,77,85,58,67
5394,5394,55,55,38,68,34
5395,5395,54,74,51,71,33
5396,5396,82,84,92,67,92
5397,5397,63,59,53,68,62
5398,5398,34,36,43,72,40
5399,5399,65,59,66,70,65
5400,5400,60,61,68,79,55
5401,5401,65,67,58,71,57
5402,5402,42,28,44,65,34
5403,5403,71,66,75,74,78
5404,5404,61,64,66,67,69
5405,5405,67,73,59,65,62
5406,5406,68,77,71,70,68
5407,5407,41,43,50,70,42
5408,5408,64,76,53,71,41
5409,5409,77,74,81,67,82
5410,5410,73,80,69,64,75
5411,5411,72,70,70,68,64
5412,5412,76,74,73,67,69
5413,5413,49,62,36,68,47
5414,5414,45,35,57,60,36
5415,5415,77,75,81,65,76
5416,5416,69,67,73,70,74
5417,5417,55,54,48,65,51
5418,5418,63,59,56,63,57
5419,5419,50,50,65,65,43
5420,5420,62,64,68,67,68
5421,5421,68,69,71,66,59
5422,5422,69,61,75,66,76
5423,5423,73,66,75,65,80
5424,5424,70,64,74,68,71
5425,5425,73,75,72,69,72
5426,5426,70,71,77,75,90
5427,5427,68,67,76,60,70
5428,5428,61,70,66,73,44
5429,5429,59,61,57,68,61
5430,5430,55,64,65,66,48
5431,5431,72,75,70,71,66
5432,5432,84,82,74,66,75
5433,5433,61,58,62,62,66
5434,5434,72,80,80,72,80
5435,5435,20,23,23,72,25
5436,5436,70,61,65,67,74
5437,5437,91,90,82,66,72
5438,5438,66,65,63,68,65
5439,5439,78,77,72,65,67
5440,5440,70,70,77,64,70
5441,5441,68,67,67,66,72
5442,5442,44,36,35,75,36
5443,5443,76,77,73,69,68
5444,5444,78,72,82,67,83
5445,5445,92,88,89,65,85
5446,5446,69,69,59,63,65
5447,5447,74,67,78,69,71
5448,5448,72,73,71,69,70
5449,5449,75,61,78,69,78
5450,5450,34,35,33,70,30
5451,5451,84,73,85,70,80
5452,5452,70,68,69,62,66
5453,5453,73,74,64,69,59
5454,5454,30,31,45,64,67
5455,5455,68,65,69,70,81
5456,5456,68,69,59,62,47
5457,5457,67,60,74,68,77
5458,5458,57,65,70,61,69
5459,5459,80,77,90,69,91
5460,5460,69,73,70,64,71
5461,5461,62,77,77,66,75
5462,5462,70,73,67,70,66
5463,5463,74,72,73,65,85
5464,5464,80,79,73,64,92
5465,5465,64,69,67,65,66
5466,5466,53,54,43,62,65
5467,5467,92,89,86,66,87
5468,5468,67,63,79,71,80
5469,5469,43,41,48,58,45
5470,5470,66,74,61,65,62
5471,5471,78,84,77,66,63
5472,5472,55,52,69,66,64
5473,5473,46,51,49,64,30
5474,5474,41,47,14,64,43
5475,5475,73,77,70,67,73
5476,5476,75,76,72,66,70
5477,5477,77,66,86,66,90
5478,5478,90,89,73,64,69
5479,5479,64,69,56,66,59
5480,5480,81,84,78,68,72
5481,5481,62,53,61,62,67
5482,5482,74,74,75,66,71
5483,5483,36,41,63,64,60
5484,5484,74,76,88,60,83
5485,5485,76,75,62,68,61
5486,5486,55,65,63,66,65
5487,5487,75,78,74,63,70
5488,5488,79,78,63,58,52
5489,5489,74,78,72,63,63
5490,5490,45,52,53,67,51
5491,5491,66,68,65,60,67
5492,5492,84,77,83,65,81
5493,5493,72,70,73,63,70
5494,5494,31,37,33,65,35
5495,5495,68,76,66,67,60
5496,5496,68,67,67,68,66
5497,5497,73,76,62,64,68
5498,5498,34,35,51,58,65
5499,5499,77,76,81,69,77
5500,5500,67,70,67,67,67
5501,5501,72,72,80,68,76
5502,5502,50,50,59,64,49
5503,5503,72,68,75,59,75
5504,5504,85,74,76,68,75
5505,5505,68,67,65,63,69
5506,5506,74,79,79,65,79
5507,5507,68,75,70,62,68
5508,5508,49,48,32,68,33
5509,5509,70,69,68,67,75
5510,5510,60,62,66,62,55
5511,5511,76,71,79,68,80
5512,5512,88,82,88,60,92
5513,5513,52,57,54,65,54
5514,5514,75,74,74,65,74
5515,5515,84,88,82,58,62
5516,5516,65,71,59,67,48
5517,5517,71,65,69,68,66
5518,5518,74,76,82,70,77
5519,5519,52,55,55,65,50
5520,5520,63,61,67,67,64
5521,5521,88,85,91,63,83
5522,5522,65,63,69,67,60
5523,5523,52,56,60,65,68
5524,5524,58,63,65,67,58
5525,5525,68,74,62,64,69
5526,5526,74,77,71,64,64
5527,5527,79,81,80,69,75
5528,5528,82,78,70,63,73
5529,5529,86,80,92,60,82
5530,5530,50,58,57,64,64
5531,5531,72,78,58,59,35
5532,5532,29,33,49,66,50
5533,5533,62,71,57,60,49
5534,5534,28,35,39,62,34
5535,5535,93,93,73,63,63
5536,5536,42,39,44,68,45
5537,5537,90,89,89,61,71
5538,5538,45,33,44,68,40
5539,5539,68,71,65,66,62
5540,5540,83,82,81,65,80
5541,5541,80,70,82,67,78
5542,5542,68,78,58,66,57
5543,5543,63,67,59,64,68
5544,5544,51,49,55,60,50
5545,5545,54,50,53,69,50
5546,5546,91,90,88,64,84
5547,5547,37,41,37,72,31
5548,5548,69,70,76,64,81
5549,5549,29,30,29,63,39
5550,5550,67,63,64,70,65
5551,5551,74,83,77,69,73
5552,5552,76,79,74,59,78
5553,5553,79,82,77,63,69
5554,5554,69,72,71,71,67
5555,5555,53,45,57,62,58
5556,5556,54,54,48,69,33
5557,5557,64,73,61,62,65
5558,5558,91,80,93,58,86
5559,5559,61,66,58,65,60
5560,5560,45,36,58,70,62
5561,5561,63,62,62,58,55
5562,5562,87,85,76,64,70
5563,5563,70,69,71,66,66
5564,5564,68,67,52,65,79
5565,5565,71,64,72,70,78
5566,5566,53,49,47,66,53
5567,5567,56,51,60,63,57
5568,5648,60,60,66,66,74
5569,5568,77,77,74,65,82
5570,5569,51,58,51,62,60
5571,5570,70,73,61,64,51
5572,5571,68,68,52,59,55
5573,5572,74,77,79,68,79
5574,5573,70,76,59,70,50
5575,5574,61,65,62,65,60
5576,5575,86,82,83,73,72
5577,5576,62,61,59,65,53
5578,5577,67,69,67,69,64
5579,5578,78,82,76,72,74
5580,5579,76,77,71,66,79
5581,5580,75,68,84,65,86
5582,5581,69,70,69,65,69
5583,5582,71,68,63,64,71
5584,5583,57,66,41,61,40
5585,5584,33,37,46,61,43
5586,5585,79,76,74,62,84
5587,5586,82,79,79,60,80
5588,5587,53,79,51,62,37
5589,5588,62,65,68,70,67
5590,5589,66,67,66,64,45
5591,5590,44,50,50,59,53
5592,5591,67,72,67,68,67
5593,5592,43,49,48,73,52
5594,5593,66,70,80,65,67
5595,5594,82,78,78,58,82
5596,5595,77,79,82,55,83
5597,5596,83,86,79,59,76
5598,5597,83,81,75,60,84
5599,5598,66,64,76,71,87
5600,5599,78,80,82,72,84
5601,5600,74,69,73,68,69
5602,5601,62,59,63,65,47
5603,5602,70,76,59,54,66
5604,5603,78,74,72,64,78
5605,5604,62,60,70,72,62
5606,5605,78,78,84,69,81
5607,5606,78,76,83,71,87
5608,5607,59,45,69,71,64
5609,5608,75,68,79,63,85
5610,5609,30,30,37,62,45
5611,5610,67,64,72,65,68
5612,5611,75,70,79,68,84
5613,5612,59,62,34,64,55
5614,5613,55,72,64,65,69
5615,5614,66,59,63,71,60
5616,5615,62,61,68,68,71
5617,5616,79,74,77,67,73
5618,5617,67,75,62,65,70
5619,5618,49,43,45,61,46
5620,5619,66,65,67,64,73
5621,5620,72,68,70,63,72
5622,5621,39,44,32,67,40
5623,5622,83,84,76,66,80
5624,5623,73,77,68,62,61
5625,5624,79,77,79,60,74
5626,5625,79,78,81,70,84
5627,5626,79,68,81,69,65
5628,5627,80,78,84,57,80
5629,5628,50,61,61,66,37
5630,5629,78,77,72,66,64
5631,5630,71,69,77,65,75
5632,5631,54,60,54,63,53
5633,5632,66,65,67,66,62
5634,5633,59,65,61,66,63
5635,5634,43,38,42,66,34
5636,5635,23,30,42,59,33
5637,5636,78,79,76,52,65
5638,5637,44,40,68,59,56
5639,5638,64,65,64,66,73
5640,5639,64,71,50,70,47
5641,5640,79,79,67,71,78
5642,5641,86,85,75,49,74
5643,5642,76,73,71,66,69
5644,5643,59,55,60,60,62
5645,5644,69,69,65,64,82
5646,5645,64,67,63,65,64
5647,5646,77,78,76,57,76
5648,5647,78,75,69,69,52
5649,5649,65,64,67,72,64
5650,5650,42,43,51,67,30
5651,5651,68,68,63,67,63
5652,5652,89,90,83,59,74
5653,5653,53,50,66,60,60
5654,5654,73,78,69,55,78
5655,5655,69,67,75,68,55
5656,5656,78,77,73,66,70
5657,5657,87,84,79,64,75
5658,5658,42,44,56,65,54
5659,5659,47,41,58,64,58
5660,5660,70,63,48,70,71
5661,5661,50,52,61,74,78
5662,5662,71,70,75,63,71
5663,5663,81,77,79,60,84
5664,5664,43,32,59,58,61
5665,5665,48,46,49,67,60
5666,5666,61,67,58,71,43
5667,5667,60,52,60,63,76
5668,5668,50,50,48,71,28
5669,5669,57,65,62,66,62
5670,5670,68,76,74,64,50
5671,5671,36,47,40,66,49
5672,5672,67,65,66,65,66
5673,5673,78,67,65,61,78
5674,5674,75,79,80,70,77
5675,5675,74,67,93,66,90
5676,5676,64,64,58,61,49
5677,5677,72,65,84,72,83
5678,5678,81,80,76,60,79
5679,5679,86,84,69,65,71
5680,5680,52,41,57,52,38
5681,5681,76,72,58,55,58
5682,5682,53,53,66,59,59
5683,5683,30,35,26,60,26
5684,5684,71,68,64,66,60
5685,5685,32,31,36,73,50
5686,5686,57,51,65,77,63
5687,5687,59,61,81,57,62
5688,5688,86,81,84,65,73
5689,5689,90,86,74,68,75
5690,5690,34,33,43,67,31
5691,5691,77,69,75,63,62
5692,5692,65,83,46,65,52
5693,5693,72,77,72,71,70
5694,5694,70,69,66,68,68
5695,5695,62,65,64,61,60
5696,5696,78,79,77,67,67
5697,5697,57,71,50,66,68
5698,5698,52,55,60,68,53
5699,5699,87,84,90,64,84
5700,5700,75,74,72,70,72
5701,5701,69,63,75,67,83
5702,5702,77,78,72,61,74
5703,5703,60,53,71,65,68
5704,5704,72,74,74,62,73
5705,5705,83,84,79,61,71
5706,5706,80,80,73,63,65
5707,5707,52,48,50,67,44
5708,5708,77,78,83,65,80
5709,5709,52,55,57,61,55
5710,5710,67,68,64,68,66
5711,5711,67,72,65,63,61
5712,5712,69,75,74,68,70
5713,5713,90,91,86,66,74
5714,5714,80,76,82,66,65
5715,5715,78,71,65,67,67
5716,5716,71,71,70,70,71
5717,5717,53,61,39,68,42
5718,5718,65,68,55,68,78
5719,5719,77,60,77,65,75
5720,5720,60,69,73,67,53
5721,5721,71,70,70,69,71
5722,5722,54,48,52,66,51
5723,5723,71,67,55,65,86
5724,5724,88,86,90,60,83
5725,5725,70,71,78,68,66
5726,5726,67,65,55,65,44
5727,5727,50,38,55,67,65
5728,5728,65,70,61,61,47
5729,5729,74,75,71,67,68
5730,5730,79,75,68,67,73
5731,5731,67,63,60,65,65
5732,5732,64,61,59,68,55
5733,5733,31,36,28,65,49
5734,5734,55,34,40,65,48
5735,5735,79,78,88,66,83
5736,5736,78,79,90,65,74
5737,5737,67,67,70,69,70
5738,5738,55,65,54,66,45
5739,5739,58,55,63,68,67
5740,5740,55,38,44,67,42
5741,5741,61,57,66,70,60
5742,5742,52,56,58,66,66
5743,5743,70,74,80,68,74
5744,5744,70,67,68,65,66
5745,5745,45,46,39,69,59
5746,5746,59,53,56,71,51
5747,5747,85,82,71,70,67
5748,5748,66,66,63,64,63
5749,5749,75,69,79,65,73
5750,5750,44,42,43,69,57
5751,5751,68,67,74,66,67
5752,5752,93,94,89,62,85
5753,5753,59,55,64,70,54
5754,5754,73,73,81,68,78
5755,5755,69,68,75,67,69
5756,5756,79,73,72,55,65
5757,5757,61,61,53,64,69
5758,5758,61,55,65,68,73
5759,5759,91,92,77,64,70
5760,5760,69,68,62,66,62
5761,5761,60,58,69,65,59
5762,5762,53,66,74,72,68
5763,5763,55,68,59,66,60
5764,5764,74,70,71,66,68
5765,5765,79,79,73,63,77
5766,5766,76,76,68,70,64
5767,5767,32,23,39,71,53
5768,5768,93,93,83,69,66
5769,5769,54,66,44,67,32
5770,5770,64,66,63,60,64
5771,5771,58,52,47,67,59
5772,5772,71,76,67,64,68
5773,5773,69,67,54,62,66
5774,5774,31,22,22,66,24
5775,5775,69,67,72,66,65
5776,5776,72,78,74,66,53
5777,5777,68,69,66,60,66
5778,5778,65,69,73,66,73
5779,5779,72,75,63,61,62
5780,5780,80,77,73,67,68
5781,5781,46,49,32,60,55
5782,5782,74,74,72,68,66
5783,5783,71,72,83,66,81
5784,5784,83,76,84,68,89
5785,5785,90,87,82,64,74
5786,5786,69,70,74,69,70
5787,5787,81,90,85,56,71
5788,5788,73,72,77,72,64
5789,5789,64,55,66,69,66
5790,5790,85,87,70,68,68
5791,5791,40,42,40,66,55
5792,5792,88,84,83,62,72
5793,5793,48,49,43,66,51
5794,5794,72,76,74,60,65
5795,5795,64,55,65,67,67
5796,5796,47,45,60,60,69
5797,5797,87,80,82,68,83
5798,5798,68,71,65,72,60
5799,5799,72,73,73,66,68
5800,5800,49,62,59,64,71
5801,5801,65,61,65,70,64
5802,5802,76,79,76,69,75
5803,5803,78,66,62,66,60
5804,5804,63,65,55,68,67
5805,5805,34,34,58,69,42
5806,5806,78,77,81,61,82
5807,5807,51,73,62,65,54
5808,5808,42,50,62,72,50
5809,5809,72,73,69,63,69
5810,5810,77,78,74,58,65
5811,5811,49,66,52,69,48
5812,5812,74,77,68,63,68
5813,5813,76,73,71,65,69
5814,5814,33,32,27,60,27
5815,5815,37,38,28,69,31
5816,5816,53,56,61,62,65
5817,5817,62,64,69,60,70
5818,5818,69,70,69,67,59
5819,5819,77,74,70,62,72
5820,5820,80,81,80,61,79
5821,5821,74,71,66,66,76
5822,5822,76,80,64,61,63
5823,5823,68,69,71,65,70
5824,5824,44,48,33,66,32
5825,5825,34,42,49,67,40
5826,5826,51,42,67,71,47
5827,5827,72,70,70,65,74
5828,5828,59,50,61,66,68
5829,5829,32,42,47,65,48
5830,5830,63,65,63,63,70
5831,5831,71,73,69,67,72
5832,5832,82,77,75,60,62
5833,5833,68,61,64,72,70
5834,5834,62,54,53,67,69
5835,5835,72,71,79,61,75
5836,5836,86,85,81,64,63
5837,5837,33,32,33,62,63
5838,5838,65,69,57,65,66
5839,5839,73,72,87,65,80
5840,5840,90,92,91,63,88
5841,5841,69,74,59,73,54
5842,5842,91,91,91,53,87
5843,5843,61,68,74,66,76
5844,5844,73,74,75,70,75
5845,5845,60,66,69,66,63
5846,5846,69,66,60,64,68
5847,5847,68,66,74,72,71
5848,5848,54,54,52,60,61
5849,5849,66,69,45,65,64
5850,5850,66,56,69,60,67
5851,5851,79,76,67,60,75
5852,5852,51,62,42,70,60
5853,5853,80,86,71,67,72
5854,5854,75,73,75,71,67
5855,5855,87,83,89,65,91
5856,5856,65,48,64,70,70
5857,5857,85,80,77,67,63
5858,5858,33,43,55,64,29
5859,5859,67,54,71,65,76
5860,5860,69,74,81,64,75
5861,5861,54,52,61,67,64
5862,5862,87,79,79,59,63
5863,5863,42,40,36,63,36
5864,5864,47,49,52,71,49
5865,5865,64,66,65,69,65
5866,5866,74,69,75,73,70
5867,5867,73,70,69,63,72
5868,5868,41,36,50,71,39
5869,5869,84,69,91,61,88
5870,5870,63,72,63,60,50
5871,5871,83,82,70,68,78
5872,5872,67,66,60,69,67
5873,5873,71,70,71,65,74
5874,5874,80,81,75,65,78
5875,5875,73,68,73,65,65
5876,5876,71,71,84,73,83
5877,5877,65,67,50,58,45
5878,5878,25,38,55,62,31
5879,5879,36,44,50,66,32
5880,5880,82,79,75,66,71
5881,5881,75,79,71,66,67
5882,5882,73,74,63,58,55
5883,5883,48,36,58,69,47
5884,5884,48,49,36,66,34
5885,5885,43,39,34,65,31
5886,5886,88,83,90,62,87
5887,5887,67,71,75,68,70
5888,5888,74,61,86,64,89
5889,5889,88,91,77,64,68
5890,5890,77,76,72,64,64
5891,5891,72,71,71,60,75
5892,5892,41,45,51,66,59
5893,5893,86,75,77,67,76
5894,5894,72,76,72,68,74
5895,5895,62,69,67,64,58
5896,5896,70,68,63,56,70
5897,5897,64,67,72,70,69
5898,5898,49,49,53,63,52
5899,5899,60,61,59,67,67
5900,5900,49,58,70,71,72
5901,5901,65,62,71,71,71
5902,5902,50,37,40,74,44
5903,5903,84,80,80,57,87
5904,5904,54,61,45,60,38
5905,5905,74,72,78,70,84
5906,5906,81,72,86,62,69
5907,5907,38,39,46,67,49
5908,5908,68,66,81,62,80
5909,5909,55,60,32,59,70
5910,5910,68,66,75,63,68
5911,5911,45,46,33,66,52
5912,5912,78,75,80,72,80
5913,5913,49,51,52,70,45
5914,5914,74,80,57,64,59
5915,5915,69,69,79,65,71
5916,5916,51,54,52,65,60
5917,5917,68,70,64,62,65
5918,5918,65,70,70,68,56
5919,5919,69,69,75,72,74
5920,5920,62,55,66,69,76
5921,5921,57,63,60,65,58
5922,5922,60,61,29,62,43
5923,5923,68,71,72,64,72
5924,5924,77,72,74,70,80
5925,5925,76,72,73,64,64
5926,5926,44,44,36,69,50
5927,5927,73,74,67,63,70
5928,5928,71,73,67,66,70
5929,5929,73,78,82,58,69
5930,5930,78,83,77,65,77
5931,5931,71,63,80,60,78
5932,5932,52,54,53,60,78
5933,5933,63,63,55,58,59
5934,5934,65,66,66,67,56
5935,5935,29,30,29,62,25
5936,5936,82,75,71,65,80
5937,5937,77,77,82,65,69
5938,5938,70,69,65,66,63
5939,5939,63,67,40,61,49
5940,5940,66,63,60,67,74
5941,5941,85,80,62,66,59
5942,5942,28,46,58,63,46
5943,5943,76,70,72,65,71
5944,5944,70,69,65,67,63
5945,5945,66,62,65,65,61
5946,5946,52,53,65,71,68
5947,5947,44,44,59,71,57
5948,5948,75,71,66,58,78
5949,5949,75,76,83,63,76
5950,5950,76,74,72,73,68
5951,5951,84,88,70,68,67
5952,5952,80,79,74,64,78
5953,5953,44,54,60,70,73
5954,5954,79,75,77,66,73
5955,5955,75,67,71,67,61
5956,5956,85,88,81,63,87
5957,5957,77,70,74,69,74
5958,5958,67,57,65,64,63
5959,5959,66,70,69,71,65
5960,5960,89,89,79,68,65
5961,5961,76,78,77,66,76
5962,5962,64,66,61,65,65
5963,5963,70,57,67,67,76
5964,5964,73,79,80,65,81
5965,5965,68,53,66,71,66
5966,5966,72,70,57,64,66
5967,5967,75,80,63,61,72
5968,5968,79,84,81,66,70
5969,5969,74,76,63,64,62
5970,5970,55,62,47,69,50
5971,5971,66,69,62,68,56
5972,5972,75,76,84,60,75
5973,5973,69,68,71,65,70
5974,5974,77,76,77,63,75
5975,5975,84,79,64,67,63
5976,5976,71,73,62,65,73
5977,5977,71,72,71,69,74
5978,5978,65,50,35,60,46
5979,5979,69,66,72,69,74
5980,5980,66,68,63,66,61
5981,5981,78,75,74,72,73
5982,5982,71,71,74,66,69
5983,5983,76,73,69,63,70
5984,5984,93,96,70,58,64
5985,5985,55,55,62,73,66
5986,5986,44,44,50,70,50
5987,5987,86,74,77,64,83
5988,5988,81,81,83,52,70
5989,5989,80,82,90,65,80
5990,5990,64,65,63,67,66
5991,5991,74,77,84,67,77
5992,5992,79,76,79,63,76
5993,5993,80,74,72,65,54
5994,5994,76,78,77,67,75
5995,5995,79,79,75,63,68
5996,5996,79,81,84,65,82
5997,5997,79,79,78,59,73
5998,5998,69,73,66,69,64
5999,5999,73,70,74,63,70
6000,6000,88,76,76,55,78
6001,6001,73,68,82,59,84
6002,6002,64,65,67,67,67
6003,6003,69,73,71,61,70
6004,6004,74,77,85,60,85
6005,6005,42,48,48,70,58
6006,6006,59,63,56,63,41
6007,6007,76,71,78,68,75
6008,6008,65,66,56,67,57
6009,6009,60,66,67,65,62
6010,6010,70,71,75,67,72
6011,6011,75,71,79,71,89
6012,6012,78,74,75,66,79
6013,6013,51,54,55,69,56
6014,6014,63,66,60,63,52
6015,6015,67,69,70,65,65
6016,6016,72,72,76,72,80
6017,6017,77,78,74,68,69
6018,6018,40,44,61,67,40
6019,6019,29,28,30,74,54
6020,6020,71,72,67,66,65
6021,6021,78,83,75,70,68
6022,6022,69,67,87,61,91
6023,6023,82,79,90,66,91
6024,6024,55,61,48,59,44
6025,6025,78,79,76,69,68
6026,6026,35,33,49,63,48
6027,6027,76,73,77,67,76
6028,6028,73,75,65,59,66
6029,6029,65,67,64,65,64
6030,6030,76,81,86,67,89
6031,6031,74,69,68,65,69
6032,6032,80,84,81,65,81
6033,6033,68,67,53,68,59
6034,6034,66,78,62,66,60
6035,6035,64,66,77,67,68
6036,6036,77,74,73,66,85
6037,6037,80,82,74,63,69
6038,6038,78,80,71,65,77
6039,6039,74,72,77,65,71
6040,6040,74,78,67,70,72
6041,6041,69,65,76,74,84
6042,6042,78,79,76,62,66
6043,6043,75,53,75,72,70
6044,6044,83,85,75,52,70
6045,6045,84,79,89,65,82
6046,6046,84,90,80,66,82
6047,6047,65,66,66,64,72
6048,6048,84,82,75,67,83
6049,6049,31,30,53,58,34
6050,6050,60,63,67,69,66
6051,6051,76,79,77,69,76
6052,6052,74,73,83,66,86
6053,6053,76,72,79,65,75
6054,6054,65,64,67,70,65
6055,6055,84,87,77,58,67
6056,6056,82,82,83,66,79
6057,6057,66,61,69,71,59
6058,6058,66,51,72,71,64
6059,6059,66,64,75,65,71
6060,6060,71,64,68,64,64
6061,6061,87,84,82,64,74
6062,6062,77,74,75,61,73
6063,6063,76,72,72,68,63
6064,6064,48,40,44,67,60
6065,6065,91,90,87,59,77
6066,6066,67,64,74,68,75
6067,6067,81,82,74,68,60
6068,6068,68,70,75,65,70
6069,6069,66,61,56,68,69
6070,6070,86,90,80,62,67
6071,6071,65,69,59,69,71
6072,6072,86,85,78,61,77
6073,6073,77,75,83,63,87
6074,6074,77,73,88,68,80
6075,6075,84,86,87,58,84
6076,6076,69,66,65,70,64
6077,6077,69,65,67,68,66
6078,6078,61,50,64,69,69
6079,6079,67,62,51,63,51
6080,6080,66,61,69,67,75
6081,6081,52,43,54,60,51
6082,6082,42,34,45,69,44
6083,6083,78,81,65,62,59
6084,6084,74,73,73,69,72
6085,6085,80,80,82,62,78
6086,6086,44,41,52,69,37
6087,6087,90,73,87,59,94
6088,6088,83,90,69,64,67
6089,6089,50,35,50,66,34
6090,6090,59,58,65,65,67
6091,6091,62,66,68,57,58
6092,6092,59,62,55,63,66
6093,6093,56,57,48,60,49
6094,6094,71,76,70,70,65
6095,6095,51,57,63,68,61
6096,6096,60,62,62,63,70
6097,6097,80,83,64,68,79
6098,6098,67,61,66,65,65
6099,6099,33,33,48,73,43
6100,6100,79,77,65,70,68
6101,6101,71,73,73,67,66
6102,6102,51,55,43,64,63
6103,6103,65,67,74,63,78
6104,6104,65,74,62,65,74
6105,6105,72,68,76,65,79
6106,6106,67,69,66,70,64
6107,6107,69,69,67,68,72
6108,6108,33,26,28,70,22
6109,6109,49,49,56,63,34
6110,6110,41,52,48,71,34
6111,6111,71,71,73,64,65
6112,6112,81,81,67,65,71
6113,6113,30,36,34,67,37
6114,6114,60,62,70,69,65
6115,6115,46,46,63,68,52
6116,6116,65,67,71,68,73
6117,6117,55,55,69,69,77
6118,6118,69,79,84,49,81
6119,6119,69,69,76,69,77
6120,6120,90,86,82,67,81
6121,6121,60,46,48,62,65
6122,6122,69,70,66,67,73
6123,6123,77,75,72,65,72
6124,6124,68,67,68,67,61
6125,6125,72,74,70,62,68
6126,6126,80,78,71,64,85
6127,6127,91,88,82,59,87
6128,6128,80,76,80,64,73
6129,6129,69,69,68,61,66
6130,6130,53,54,55,66,50
6131,6131,78,80,81,65,89
6132,6132,64,64,65,62,53
6133,6133,76,74,74,67,60
6134,6134,45,41,37,58,45
6135,6135,74,71,68,70,85
6136,6136,55,60,63,70,62
6137,6137,91,81,86,59,91
6138,6138,62,65,63,67,55
6139,6139,78,76,70,65,65
6140,6140,76,71,80,69,82
6141,6141,68,72,76,68,65
6142,6142,66,63,72,66,85
6143,6143,94,93,85,60,76
6144,6144,83,77,63,64,71
6145,6145,87,82,75,64,53
6146,6146,78,82,70,65,69
6147,6147,62,66,71,70,58
6148,6148,77,69,73,70,68
6149,6149,47,48,67,68,38
6150,6150,72,78,61,64,38
6151,6151,54,42,69,69,66
6152,6152,62,59,59,62,34
6153,6153,64,66,61,68,60
6154,6154,34,34,57,58,46
6155,6155,62,68,53,62,64
6156,6156,78,71,70,64,71
6157,6157,60,67,63,61,49
6158,6158,66,74,63,64,59
6159,6159,74,72,76,65,83
6160,6160,71,65,59,72,57
6161,6161,74,74,72,70,70
6162,6162,57,54,64,64,56
6163,6163,55,54,44,68,50
6164,6164,81,80,78,65,74
6165,6165,66,52,70,67,69
6166,6166,34,54,51,65,60
6167,6167,78,80,82,68,83
6168,6168,79,85,73,71,67
6169,6169,75,74,74,65,63
6170,6170,85,76,90,63,82
6171,6171,58,55,49,62,55
6172,6172,83,82,90,65,84
6173,6173,67,69,68,65,64
6174,6174,61,66,59,71,58
6175,6175,75,71,75,64,75
6176,6176,72,59,68,72,66
6177,6177,78,83,72,65,68
6178,6178,81,82,78,64,67
6179,6179,71,64,77,70,75
6180,6180,86,82,91,56,78
6181,6181,67,69,67,66,63
6182,6182,48,39,34,62,45
6183,6183,69,62,68,69,68
6184,6184,61,65,52,62,60
6185,6185,80,78,84,68,82
6186,6186,33,37,31,71,29
6187,6187,51,42,65,67,61
6188,6188,71,75,66,70,58
6189,6189,69,66,78,69,79
6190,6190,77,79,82,59,63
6191,6191,72,79,67,68,45
6192,6192,75,76,65,70,59
6193,6193,69,74,68,64,66
6194,6194,81,89,78,63,72
6195,6195,92,94,82,62,86
6196,6196,64,66,57,68,61
6197,6197,83,88,86,68,72
6198,6198,87,91,88,59,88
6199,6199,36,29,34,55,42
6200,6200,64,68,60,61,56
6201,6201,77,76,67,57,55
6202,6202,69,69,72,68,75
6203,6203,67,69,75,64,80
6204,6204,70,70,75,69,70
6205,6205,41,42,38,61,36
6206,6206,68,67,69,70,71
6207,6207,49,48,30,68,48
6208,6208,61,68,66,71,55
6209,6209,78,73,73,69,69
6210,6210,80,72,78,62,82
6211,6211,75,72,71,63,68
6212,6212,44,46,38,53,40
6213,6213,68,66,75,68,63
6214,6214,89,88,87,63,79
6215,6215,44,43,34,67,41
6216,6216,79,77,74,73,78
6217,6217,31,30,28,64,42
6218,6218,36,35,35,64,32
6219,6219,64,67,64,67,62
6220,6220,25,24,21,60,44
6221,6221,65,65,76,66,83
6222,6222,61,67,76,70,73
6223,6223,66,55,66,67,72
6224,6224,33,49,39,70,40
6225,6225,56,60,64,75,70
6226,6226,71,67,78,66,76
6227,6227,65,62,62,63,62
6228,6228,69,66,66,64,80
6229,6229,55,57,44,60,35
6230,6230,65,64,67,70,42
6231,6231,51,61,61,61,53
6232,6232,77,73,72,65,74
6233,6233,79,81,86,62,85
6234,6234,78,73,74,63,71
6235,6235,64,68,63,66,73
6236,6236,78,77,74,70,71
6237,6237,85,85,87,64,72
6238,6238,68,76,66,65,59
6239,6239,74,74,70,70,67
6240,6240,68,64,51,67,61
6241,6241,79,74,86,59,87
6242,6242,74,73,76,68,73
6243,6243,64,60,64,63,65
