int_goalkeeping_id,int_player_id,int_diving,int_handling,int_kicking,int_positioning,int_reflexes
5082,5082,12,14,11,15,15
5083,5083,68,65,73,68,73
5084,5084,14,11,15,11,7
5085,5085,15,7,10,13,10
5086,5086,15,14,13,9,10
5087,5087,15,13,13,16,7
5088,5088,14,13,13,14,11
5089,5089,12,10,7,10,15
5090,5090,5,11,10,13,8
5091,5091,12,11,14,11,14
5092,5092,10,15,8,13,6
5093,5093,8,13,8,7,14
5094,5094,11,14,15,12,13
5095,5095,5,13,9,6,15
5096,5096,8,12,15,12,5
5097,5097,10,13,15,7,7
5098,5098,15,10,12,11,14
5099,5099,13,8,8,16,11
5100,5100,13,11,10,10,9
5101,5101,10,8,14,6,9
5102,5102,6,6,16,16,16
5103,5103,73,65,68,66,72
5104,5104,7,9,8,15,9
5105,5105,13,15,10,8,9
5106,5106,9,12,9,15,13
5107,5107,6,8,5,7,6
5108,5108,8,8,10,12,12
5109,5109,13,13,5,12,14
5110,5110,74,64,65,64,74
5111,5111,6,9,7,12,13
5112,5112,68,71,62,73,69
5113,5113,11,6,7,7,11
5114,5114,5,15,6,11,10
5115,5115,71,67,62,66,73
5116,5116,16,7,7,16,6
5117,5117,6,13,11,10,6
5118,5118,10,7,6,7,10
5119,5119,10,9,13,7,10
5120,5120,14,14,13,13,13
5121,5121,9,7,12,16,12
5122,5122,10,11,5,8,9
5123,5123,13,13,15,7,10
5124,5124,16,7,10,13,13
5125,5125,14,5,11,10,12
5126,5126,15,13,9,9,12
5127,5127,14,14,12,10,10
5128,5128,13,10,13,16,9
5129,5129,12,13,6,11,15
5130,5130,12,9,8,6,14
5131,5131,12,9,11,9,7
5132,5132,7,8,16,13,14
5133,5133,8,7,15,10,6
5134,5134,6,6,6,11,6
5135,5135,8,5,5,12,14
5136,5136,11,8,14,14,13
5137,5137,8,9,14,15,15
5138,5138,71,68,53,70,72
5139,5139,14,8,13,13,8
5140,5140,14,9,14,14,7
5141,5141,9,7,11,13,8
5142,5142,10,13,11,6,13
5143,5143,6,7,11,12,12
5144,5144,11,12,13,9,10
5145,5145,6,9,10,9,5
5146,5146,8,9,13,5,10
5147,5147,14,12,6,11,7
5148,5148,3,3,3,3,3
5149,5149,15,7,12,10,15
5150,5150,7,5,10,8,8
5151,5151,13,8,9,9,13
5152,5152,8,9,13,8,13
5153,5153,15,16,14,16,6
5154,5154,70,64,68,71,70
5155,5155,6,6,10,12,6
5156,5156,70,66,69,70,72
5157,5157,9,15,10,5,10
5158,5158,8,7,6,7,9
5159,5159,12,14,6,7,12
5160,5160,13,12,8,10,12
5161,5161,8,12,14,14,14
5162,5162,10,12,13,6,8
5163,5163,10,15,9,8,12
5164,5164,8,15,14,8,10
5165,5165,15,7,15,14,11
5166,5166,15,13,14,12,10
5167,5167,7,10,11,10,5
5168,5168,10,6,12,8,13
5169,5169,11,8,11,5,9
5170,5170,74,72,75,68,70
5171,5171,11,9,6,8,13
5172,5172,10,13,14,9,11
5173,5173,10,9,12,11,14
5174,5174,11,13,6,7,12
5175,5175,7,13,8,14,11
5176,5176,6,7,14,10,9
5177,5177,14,12,11,14,12
5178,5178,7,11,9,11,5
5179,5179,6,12,12,15,8
5180,5180,9,11,8,11,7
5181,5181,7,9,10,15,10
5182,5182,10,7,8,6,15
5183,5183,13,9,7,12,7
5184,5184,12,14,8,9,8
5185,5185,6,14,14,10,7
5186,5186,7,13,11,9,11
5187,5187,14,15,14,7,9
5188,5188,15,14,13,11,6
5189,5189,9,7,9,12,11
5190,5190,8,14,12,6,14
5191,5191,7,12,16,11,9
5192,5192,8,15,12,11,11
5193,5193,6,13,9,15,6
5194,5194,13,14,10,8,11
5195,5195,8,13,6,12,8
5196,5196,11,13,10,13,11
5197,5197,68,70,68,68,73
5198,5198,9,15,13,6,15
5199,5199,14,14,10,14,14
5200,5200,10,13,15,16,7
5201,5201,69,68,70,69,72
5202,5202,14,12,12,15,12
5203,5203,11,7,11,6,9
5204,5204,6,6,11,13,8
5205,5205,7,13,10,6,15
5206,5206,6,15,11,13,12
5207,5207,8,10,15,7,6
5208,5208,14,15,9,12,15
5209,5209,9,10,15,9,6
5210,5210,9,8,6,9,12
5211,5211,6,13,8,14,12
5212,5212,11,10,8,14,10
5213,5213,69,71,67,69,73
5214,5214,13,11,8,16,7
5215,5215,9,14,16,16,6
5216,5216,15,12,16,15,15
5217,5217,11,7,9,14,15
5218,5218,11,8,11,15,12
5219,5219,10,15,15,12,7
5220,5220,8,9,15,13,11
5221,5221,10,15,8,9,13
5222,5222,14,11,9,10,13
5223,5223,8,7,7,14,14
5224,5224,15,7,14,13,14
5225,5225,10,10,15,8,6
5226,5226,8,11,7,15,13
5227,5227,8,9,15,7,10
5228,5228,9,6,15,12,7
5229,5229,14,15,12,7,15
5230,5230,13,14,13,7,14
5231,5231,12,10,13,12,14
5232,5232,9,13,15,12,11
5233,5233,8,5,6,12,13
5234,5234,72,75,68,70,65
5235,5235,14,10,12,16,6
5236,5236,11,6,13,12,6
5237,5237,8,4,3,7,5
5238,5238,7,7,13,6,9
5239,5239,5,15,6,12,10
5240,5240,14,14,13,11,7
5241,5241,7,10,9,7,9
5242,5242,8,9,9,16,9
5243,5243,14,8,12,8,8
5244,5244,16,7,16,14,8
5245,5245,13,8,13,13,6
5246,5246,9,10,8,12,9
5247,5247,7,10,14,7,7
5248,5248,9,10,12,13,16
5249,5249,70,69,67,69,74
5250,5250,8,13,8,10,7
5251,5251,7,11,13,11,10
5252,5252,6,6,7,12,8
5253,5253,13,10,12,12,13
5254,5254,11,9,7,5,7
5255,5255,14,8,14,10,10
5256,5256,13,10,8,7,5
5257,5257,6,13,14,14,8
5258,5258,73,64,58,71,72
5259,5259,14,14,9,11,6
5260,5260,5,12,13,10,10
5261,5261,13,12,7,11,8
5262,5262,8,8,11,13,9
5263,5263,3,3,3,3,3
5264,5264,11,12,10,16,13
5265,5265,11,13,14,8,11
5266,5266,8,8,11,11,13
5267,5267,7,7,8,16,6
5268,5268,14,6,8,11,15
5269,5269,15,15,7,12,15
5270,5270,3,3,3,3,3
5271,5271,11,9,13,11,9
5272,5272,10,14,8,12,14
5273,5273,11,8,11,8,13
5274,5274,9,11,12,12,6
5275,5275,7,7,7,8,13
5276,5276,7,14,7,12,8
5277,5277,10,14,14,8,8
5278,5278,12,10,6,12,11
5279,5279,73,67,66,72,70
5280,5280,75,64,66,69,72
5281,5281,11,16,12,15,10
5282,5282,12,8,13,9,13
5283,5283,10,13,7,12,15
5284,5284,14,14,14,13,16
5285,5285,5,11,23,7,21
5286,5286,14,6,14,7,11
5287,5287,13,8,8,8,15
5288,5288,13,13,12,8,11
5289,5289,12,12,9,10,9
5290,5290,16,15,9,6,11
5291,5291,13,15,9,16,8
5292,5292,10,7,12,9,14
5293,5293,7,11,6,8,8
5294,5294,15,8,14,5,10
5295,5295,14,6,16,9,15
5296,5296,10,15,12,16,16
5297,5297,15,7,6,15,11
5298,5298,14,14,10,12,9
5299,5299,14,6,8,7,13
5300,5300,69,64,61,73,73
5301,5301,13,13,15,7,15
5302,5302,7,11,14,8,13
5303,5303,11,13,14,5,11
5304,5304,6,11,6,8,12
5305,5305,71,64,63,69,74
5306,5306,7,13,8,15,10
5307,5307,14,13,11,7,14
5308,5308,13,6,15,6,15
5309,5309,13,14,11,15,16
5310,5310,13,11,6,14,8
5311,5311,10,6,11,12,5
5312,5312,11,14,6,11,13
5313,5313,69,68,70,70,70
5314,5314,6,6,13,9,12
5315,5315,6,14,7,15,15
5316,5316,7,6,7,12,11
5317,5317,16,14,11,16,9
5318,5318,6,15,8,10,6
5319,5319,8,13,8,12,14
5320,5320,12,12,11,9,8
5321,5321,12,13,5,14,5
5322,5322,11,7,8,8,10
5323,5323,13,10,9,8,9
5324,5324,11,11,8,10,9
5325,5325,8,8,9,7,10
5326,5326,14,13,13,8,14
5327,5327,6,11,12,11,13
5328,5328,11,11,9,6,14
5329,5329,14,10,15,15,6
5330,5330,13,5,12,13,15
5331,5331,6,9,14,8,5
5332,5332,70,67,67,69,73
5333,5333,71,67,70,67,73
5334,5334,14,15,7,7,15
5335,5335,71,66,66,67,74
5336,5336,12,6,5,9,10
5337,5337,11,15,9,7,6
5338,5338,12,7,6,11,7
5339,5339,7,15,11,11,13
5340,5340,10,13,14,8,16
5341,5341,7,11,15,16,6
5342,5342,68,68,68,71,69
5343,5343,11,10,13,6,13
5344,5344,8,8,6,6,6
5345,5345,9,15,11,9,9
5346,5346,9,10,9,13,8
5347,5347,12,5,15,13,9
5348,5348,15,13,15,8,11
5349,5349,14,14,7,14,10
5350,5350,13,15,13,8,12
5351,5351,14,14,11,9,10
5352,5352,12,8,12,13,12
5353,5353,16,10,9,8,14
5354,5354,6,11,7,12,11
5355,5355,6,14,13,7,9
5356,5356,67,69,62,71,69
5357,5357,71,68,63,65,72
5358,5358,12,7,15,10,7
5359,5359,11,12,15,9,8
5360,5360,11,12,6,14,14
5361,5361,8,9,15,10,11
5362,5362,11,15,15,8,10
5363,5363,13,9,15,8,11
5364,5364,74,74,75,74,73
5365,5365,8,14,6,15,8
5366,5366,13,11,13,7,7
5367,5367,6,6,7,7,12
5368,5368,9,11,7,16,13
5369,5369,13,14,14,6,7
5370,5370,10,7,9,11,12
5371,5371,13,13,12,7,15
5372,5372,70,70,72,67,69
5373,5373,6,6,8,14,14
5374,5374,10,9,11,13,14
5375,5375,6,15,15,12,10
5376,5376,9,11,15,14,9
5377,5377,14,13,13,9,7
5378,5378,9,7,12,14,13
5379,5379,7,5,5,8,11
5380,5380,7,5,6,15,5
5381,5381,10,9,12,13,6
5382,5382,7,15,12,14,14
5383,5383,8,13,10,16,10
5384,5384,11,8,15,11,7
5385,5385,11,12,6,7,11
5386,5386,7,7,7,9,12
5387,5387,14,12,16,9,15
5388,5388,15,15,8,10,16
5389,5389,13,13,12,7,7
5390,5390,12,14,9,8,11
5391,5391,11,9,14,15,9
5392,5392,9,10,6,14,8
5393,5393,9,13,13,12,14
5394,5394,70,66,67,71,69
5395,5395,7,7,6,5,11
5396,5396,14,13,9,15,13
5397,5397,12,13,13,14,7
5398,5398,8,9,7,14,13
5399,5399,8,14,7,10,6
5400,5400,14,18,18,16,11
5401,5401,11,7,12,11,9
5402,5402,69,66,64,74,69
5403,5403,7,14,15,11,8
5404,5404,15,9,14,13,11
5405,5405,15,8,8,10,6
5406,5406,14,13,13,13,12
5407,5407,70,67,76,70,67
5408,5408,10,11,14,13,9
5409,5409,8,6,10,7,7
5410,5410,15,12,7,8,11
5411,5411,13,10,6,15,14
5412,5412,11,8,10,13,7
5413,5413,11,15,13,8,13
5414,5414,71,67,53,69,76
5415,5415,9,6,10,14,12
5416,5416,13,12,15,13,12
5417,5417,9,9,11,12,8
5418,5418,8,10,10,11,15
5419,5419,12,10,6,11,5
5420,5420,15,6,9,15,16
5421,5421,10,13,12,16,13
5422,5422,10,9,14,14,11
5423,5423,12,11,8,7,14
5424,5424,10,10,12,15,14
5425,5425,16,7,12,8,15
5426,5426,7,14,8,6,12
5427,5427,6,10,14,13,14
5428,5428,67,75,47,50,59
5429,5429,9,10,10,15,12
5430,5430,15,7,12,8,8
5431,5431,10,11,8,7,15
5432,5432,7,11,11,12,13
5433,5433,7,7,10,11,11
5434,5434,5,12,10,13,11
5435,5435,70,64,61,67,74
5436,5436,6,9,13,11,12
5437,5437,5,11,8,11,10
5438,5438,7,7,7,12,9
5439,5439,10,9,6,7,10
5440,5440,15,15,10,7,16
5441,5441,14,10,12,12,9
5442,5442,8,9,11,11,10
5443,5443,10,14,11,10,12
5444,5444,9,9,14,15,15
5445,5445,15,10,13,12,12
5446,5446,11,9,13,12,11
5447,5447,14,12,7,7,12
5448,5448,11,6,12,13,13
5449,5449,7,13,10,10,16
5450,5450,9,9,7,8,11
5451,5451,8,6,13,8,7
5452,5452,15,7,10,8,6
5453,5453,7,13,7,7,14
5454,5454,13,15,8,6,13
5455,5455,9,12,13,11,11
5456,5456,15,11,15,8,14
5457,5457,11,12,12,8,14
5458,5458,8,12,7,12,6
5459,5459,16,10,8,9,15
5460,5460,13,10,13,8,11
5461,5461,7,7,8,7,13
5462,5462,8,8,14,7,10
5463,5463,9,8,12,13,7
5464,5464,11,7,7,12,11
5465,5465,9,15,14,9,10
5466,5466,12,7,15,15,7
5467,5467,10,9,15,9,11
5468,5468,10,16,15,8,6
5469,5469,69,67,65,69,71
5470,5470,8,10,7,12,14
5471,5471,8,9,10,14,6
5472,5472,11,16,15,14,13
5473,5473,7,13,14,16,16
5474,5474,70,66,77,68,70
5475,5475,8,11,7,15,6
5476,5476,12,15,15,13,13
5477,5477,7,8,7,9,12
5478,5478,8,8,10,12,8
5479,5479,5,5,9,9,7
5480,5480,10,13,8,9,12
5481,5481,7,8,10,11,9
5482,5482,13,9,8,6,6
5483,5483,13,10,14,11,10
5484,5484,12,10,12,13,13
5485,5485,9,10,15,5,14
5486,5486,9,16,11,11,11
5487,5487,11,6,10,12,13
5488,5488,8,12,13,10,10
5489,5489,14,7,11,8,9
5490,5490,8,10,8,13,10
5491,5491,8,8,12,6,6
5492,5492,9,9,16,14,6
5493,5493,14,8,9,15,9
5494,5494,63,72,68,71,69
5495,5495,10,5,10,7,6
5496,5496,9,7,15,6,15
5497,5497,8,12,9,12,12
5498,5498,6,14,10,12,6
5499,5499,13,10,11,11,13
5500,5500,13,11,6,9,14
5501,5501,12,6,11,6,16
5502,5502,15,15,15,10,12
5503,5503,13,15,13,11,11
5504,5504,15,11,14,7,9
5505,5505,12,9,9,12,8
5506,5506,14,6,12,13,15
5507,5507,14,9,5,8,13
5508,5508,14,6,16,8,7
5509,5509,13,9,7,6,11
5510,5510,14,9,6,13,8
5511,5511,11,13,16,14,8
5512,5512,12,8,14,11,15
5513,5513,12,12,14,12,11
5514,5514,16,9,6,11,9
5515,5515,10,14,12,14,8
5516,5516,12,9,7,11,8
5517,5517,15,15,10,13,7
5518,5518,14,13,7,13,10
5519,5519,7,5,10,11,14
5520,5520,6,13,13,10,10
5521,5521,11,8,11,15,14
5522,5522,13,13,7,8,11
5523,5523,9,6,14,8,15
5524,5524,11,9,14,12,6
5525,5525,6,6,12,8,13
5526,5526,12,14,11,8,8
5527,5527,6,15,13,15,6
5528,5528,8,11,11,9,9
5529,5529,8,11,7,7,15
5530,5530,7,13,11,13,8
5531,5531,14,15,11,15,13
5532,5532,76,62,77,55,76
5533,5533,8,12,14,15,12
5534,5534,66,71,62,68,70
5535,5535,14,10,13,15,7
5536,5536,67,67,60,66,74
5537,5537,8,10,8,6,10
5538,5538,73,54,61,73,74
5539,5539,14,9,8,6,8
5540,5540,11,15,9,13,12
5541,5541,14,9,12,8,11
5542,5542,13,11,11,11,12
5543,5543,15,6,14,10,13
5544,5544,69,68,62,71,69
5545,5545,13,12,13,10,13
5546,5546,11,13,5,15,11
5547,5547,67,65,58,67,71
5548,5548,16,16,10,6,8
5549,5549,70,69,61,69,70
5550,5550,15,8,12,7,14
5551,5551,15,9,9,11,8
5552,5552,10,13,12,12,5
5553,5553,12,11,13,13,6
5554,5554,14,6,15,15,12
5555,5555,7,13,6,8,6
5556,5556,15,8,7,9,7
5557,5557,12,10,5,7,12
5558,5558,10,13,10,12,12
5559,5559,11,9,16,14,15
5560,5560,7,13,14,10,14
5561,5561,10,11,11,10,15
5562,5562,6,12,8,9,8
5563,5563,14,7,10,10,12
5564,5564,15,7,7,7,11
5565,5565,6,12,9,16,13
5566,5566,12,8,6,8,6
5567,5567,9,11,8,15,16
5568,5648,7,11,9,7,11
5569,5568,10,13,10,10,14
5570,5569,4,5,6,5,4
5571,5570,7,6,13,14,15
5572,5571,12,10,5,10,14
5573,5572,8,12,9,10,11
5574,5573,10,9,9,9,7
5575,5574,16,12,10,11,12
5576,5575,14,12,10,7,9
5577,5576,16,7,12,16,9
5578,5577,9,14,11,11,9
5579,5578,14,11,9,11,9
5580,5579,13,8,9,7,14
5581,5580,10,9,12,11,16
5582,5581,12,11,6,14,8
5583,5582,10,6,15,8,7
5584,5583,13,12,6,10,10
5585,5584,71,64,59,67,75
5586,5585,8,15,12,13,9
5587,5586,10,10,10,9,10
5588,5587,8,8,9,13,6
5589,5588,9,8,16,9,14
5590,5589,7,7,8,8,12
5591,5590,7,10,7,13,13
5592,5591,7,13,9,8,9
5593,5592,13,14,9,9,7
5594,5593,11,16,16,9,11
5595,5594,10,15,11,12,16
5596,5595,11,6,11,11,14
5597,5596,12,11,7,9,12
5598,5597,6,13,7,14,9
5599,5598,15,11,8,10,15
5600,5599,7,12,14,10,14
5601,5600,9,16,10,10,13
5602,5601,12,14,8,8,12
5603,5602,55,49,62,58,54
5604,5603,11,7,7,7,7
5605,5604,9,13,5,15,12
5606,5605,12,12,16,11,14
5607,5606,8,9,7,14,16
5608,5607,15,16,7,7,11
5609,5608,13,7,13,10,14
5610,5609,68,70,63,64,74
5611,5610,15,15,19,18,12
5612,5611,15,8,15,9,8
5613,5612,16,11,9,11,12
5614,5613,10,9,13,6,7
5615,5614,18,15,16,14,15
5616,5615,13,7,12,11,14
5617,5616,14,6,13,10,11
5618,5617,7,14,13,13,10
5619,5618,71,68,77,65,69
5620,5619,9,14,9,15,14
5621,5620,12,8,8,6,11
5622,5621,68,66,71,64,73
5623,5622,5,10,6,6,8
5624,5623,13,10,8,14,6
5625,5624,12,10,14,11,12
5626,5625,10,11,11,12,11
5627,5626,12,10,16,8,7
5628,5627,15,11,15,15,7
5629,5628,12,10,9,15,13
5630,5629,8,11,10,8,7
5631,5630,14,14,8,10,14
5632,5631,10,6,11,9,9
5633,5632,9,7,8,10,14
5634,5633,7,12,6,8,8
5635,5634,77,61,57,62,75
5636,5635,70,69,63,65,73
5637,5636,10,13,15,11,15
5638,5637,68,66,73,69,72
5639,5638,12,8,9,11,13
5640,5639,10,8,11,9,11
5641,5640,11,14,12,5,14
5642,5641,12,9,13,12,12
5643,5642,9,13,16,14,6
5644,5643,12,7,14,14,11
5645,5644,12,13,8,8,10
5646,5645,8,14,8,6,12
5647,5646,15,6,10,10,7
5648,5647,11,13,12,12,14
5649,5649,13,6,12,14,6
5650,5650,70,68,62,66,72
5651,5651,12,11,11,9,12
5652,5652,15,13,15,14,11
5653,5653,7,7,7,12,7
5654,5654,8,9,9,13,13
5655,5655,7,16,9,8,15
5656,5656,9,10,8,9,10
5657,5657,7,5,13,11,7
5658,5658,6,9,10,9,12
5659,5659,3,5,3,3,5
5660,5660,13,9,8,9,13
5661,5661,10,11,14,9,10
5662,5662,11,10,10,15,9
5663,5663,9,14,6,12,8
5664,5664,14,7,6,11,7
5665,5665,68,71,64,66,69
5666,5666,11,5,7,7,13
5667,5667,14,14,13,7,16
5668,5668,65,63,61,69,73
5669,5669,7,8,7,13,11
5670,5670,12,11,9,7,14
5671,5671,69,68,61,70,69
5672,5672,16,13,7,8,12
5673,5673,13,12,8,9,13
5674,5674,6,10,10,9,9
5675,5675,14,8,13,13,9
5676,5676,12,5,5,5,8
5677,5677,11,7,11,7,15
5678,5678,15,14,13,9,7
5679,5679,7,14,6,6,9
5680,5680,14,10,8,12,7
5681,5681,11,13,13,9,13
5682,5682,8,6,8,15,11
5683,5683,65,70,66,71,69
5684,5684,16,13,13,15,16
5685,5685,68,69,46,70,68
5686,5686,8,13,16,12,8
5687,5687,9,11,13,9,8
5688,5688,15,6,12,15,7
5689,5689,9,14,11,8,12
5690,5690,70,67,65,67,69
5691,5691,12,12,12,12,12
5692,5692,11,14,7,14,6
5693,5693,7,9,10,8,14
5694,5694,14,16,12,12,15
5695,5695,10,15,15,15,11
5696,5696,14,14,11,12,13
5697,5697,8,9,10,13,11
5698,5698,11,12,12,9,15
5699,5699,10,9,13,14,12
5700,5700,16,8,8,14,13
5701,5701,13,6,14,10,10
5702,5702,12,10,11,10,8
5703,5703,10,8,6,9,7
5704,5704,8,11,14,15,12
5705,5705,14,14,12,8,16
5706,5706,10,8,9,14,8
5707,5707,11,9,14,13,6
5708,5708,7,15,14,9,16
5709,5709,15,7,10,10,13
5710,5710,7,13,10,9,10
5711,5711,13,13,13,8,15
5712,5712,15,13,9,16,16
5713,5713,14,14,12,14,14
5714,5714,12,14,11,12,11
5715,5715,9,10,13,7,15
5716,5716,6,12,10,13,13
5717,5717,15,8,10,12,15
5718,5718,11,8,6,8,13
5719,5719,11,14,7,7,9
5720,5720,15,9,8,11,10
5721,5721,7,7,12,16,12
5722,5722,10,13,12,8,10
5723,5723,13,12,6,10,15
5724,5724,14,11,11,6,9
5725,5725,8,7,10,8,9
5726,5726,5,5,9,11,12
5727,5727,69,67,67,69,68
5728,5728,7,14,13,7,9
5729,5729,7,15,9,10,15
5730,5730,13,17,17,17,17
5731,5731,12,9,9,12,11
5732,5732,10,8,15,9,13
5733,5733,7,14,11,13,7
5734,5734,6,8,9,15,14
5735,5735,7,9,8,12,10
5736,5736,8,8,6,15,13
5737,5737,9,8,13,10,10
5738,5738,12,7,9,13,13
5739,5739,9,11,12,13,8
5740,5740,71,69,62,67,69
5741,5741,9,8,9,11,8
5742,5742,8,15,10,7,16
5743,5743,8,8,11,11,6
5744,5744,7,15,12,9,15
5745,5745,70,65,72,70,67
5746,5746,14,14,7,9,16
5747,5747,9,6,12,8,12
5748,5748,16,8,12,10,15
5749,5749,6,14,13,10,14
5750,5750,66,70,63,66,69
5751,5751,9,7,8,7,6
5752,5752,13,8,13,7,14
5753,5753,13,12,9,12,9
5754,5754,3,5,3,3,5
5755,5755,7,12,13,8,13
5756,5756,8,13,10,10,6
5757,5757,13,11,13,13,13
5758,5758,6,15,14,15,6
5759,5759,12,13,13,7,11
5760,5760,11,10,12,16,14
5761,5761,11,11,7,8,14
5762,5762,9,10,7,7,7
5763,5763,9,7,15,14,15
5764,5764,8,11,14,15,12
5765,5765,15,9,9,11,13
5766,5766,5,13,13,14,9
5767,5767,69,67,65,67,70
5768,5768,7,12,12,16,11
5769,5769,12,7,6,10,5
5770,5770,12,11,8,8,7
5771,5771,13,15,11,13,11
5772,5772,11,9,15,10,10
5773,5773,15,9,14,11,16
5774,5774,66,69,67,68,70
5775,5775,7,15,16,14,15
5776,5776,13,7,12,13,6
5777,5777,12,9,12,6,14
5778,5778,9,16,14,15,8
5779,5779,7,8,8,11,12
5780,5780,13,8,11,15,7
5781,5781,69,69,65,70,70
5782,5782,14,7,11,15,7
5783,5783,10,12,7,10,7
5784,5784,11,11,13,12,9
5785,5785,10,12,13,7,9
5786,5786,9,15,8,9,11
5787,5787,12,7,9,8,14
5788,5788,14,7,9,10,7
5789,5789,10,8,11,15,13
5790,5790,10,6,6,9,12
5791,5791,69,67,67,70,66
5792,5792,14,14,11,10,7
5793,5793,10,10,15,8,15
5794,5794,14,10,9,5,9
5795,5795,4,4,4,4,4
5796,5796,13,10,15,13,11
5797,5797,7,14,6,10,8
5798,5798,5,9,7,12,7
5799,5799,8,14,11,7,12
5800,5800,8,12,12,9,12
5801,5801,9,9,8,16,13
5802,5802,9,10,7,13,8
5803,5803,14,10,12,8,11
5804,5804,6,13,12,12,13
5805,5805,9,11,8,6,12
5806,5806,14,7,12,8,11
5807,5807,11,15,12,10,10
5808,5808,70,67,73,66,67
5809,5809,6,6,10,8,7
5810,5810,14,12,7,6,8
5811,5811,13,9,8,13,9
5812,5812,13,6,10,11,11
5813,5813,15,13,10,5,7
5814,5814,67,69,64,71,70
5815,5815,68,66,70,67,68
5816,5816,8,13,12,15,8
5817,5817,8,13,7,14,8
5818,5818,8,11,5,10,13
5819,5819,15,9,13,7,11
5820,5820,14,9,8,12,16
5821,5821,7,9,8,8,10
5822,5822,9,15,7,9,13
5823,5823,13,15,9,16,14
5824,5824,14,12,8,7,13
5825,5825,11,11,13,15,5
5826,5826,73,61,67,66,69
5827,5827,10,13,12,11,10
5828,5828,10,14,10,9,15
5829,5829,65,63,68,72,73
5830,5830,11,8,13,10,8
5831,5831,6,13,7,15,11
5832,5832,13,9,7,10,13
5833,5833,9,7,7,10,14
5834,5834,6,7,13,10,15
5835,5835,6,11,6,14,14
5836,5836,6,12,9,8,7
5837,5837,11,6,12,10,9
5838,5838,11,7,9,9,14
5839,5839,13,15,15,7,8
5840,5840,14,13,8,10,7
5841,5841,15,10,12,9,6
5842,5842,12,6,9,6,9
5843,5843,16,8,6,9,11
5844,5844,8,9,13,13,6
5845,5845,15,9,11,12,8
5846,5846,7,12,7,12,15
5847,5847,6,13,9,11,13
5848,5848,7,7,11,6,9
5849,5849,11,11,11,12,11
5850,5850,9,13,7,8,12
5851,5851,9,8,16,7,15
5852,5852,71,64,65,67,71
5853,5853,14,11,6,13,9
5854,5854,11,15,16,10,9
5855,5855,14,8,14,7,14
5856,5856,16,8,7,9,7
5857,5857,10,14,13,8,10
5858,5858,12,7,12,15,14
5859,5859,5,12,6,15,10
5860,5860,14,14,7,15,12
5861,5861,6,11,9,15,14
5862,5862,13,6,16,12,9
5863,5863,69,68,75,68,70
5864,5864,8,16,6,10,12
5865,5865,13,13,9,10,8
5866,5866,7,11,16,10,12
5867,5867,14,14,9,13,14
5868,5868,71,68,62,64,71
5869,5869,9,16,15,8,8
5870,5870,6,11,12,10,12
5871,5871,7,6,11,15,9
5872,5872,9,11,11,7,10
5873,5873,13,12,12,8,13
5874,5874,11,11,12,8,14
5875,5875,9,6,8,11,8
5876,5876,12,14,14,11,8
5877,5877,8,12,11,9,6
5878,5878,69,67,65,66,75
5879,5879,14,9,9,13,12
5880,5880,16,14,6,8,7
5881,5881,5,10,14,15,8
5882,5882,7,5,11,8,8
5883,5883,7,8,11,7,12
5884,5884,67,67,63,69,71
5885,5885,12,14,8,6,12
5886,5886,11,6,12,7,7
5887,5887,10,13,9,6,16
5888,5888,8,16,11,10,9
5889,5889,10,7,14,13,10
5890,5890,9,8,9,11,14
5891,5891,6,14,9,10,14
5892,5892,7,10,16,7,10
5893,5893,12,9,8,9,10
5894,5894,8,7,9,9,8
5895,5895,10,8,6,6,11
5896,5896,8,13,9,9,12
5897,5897,8,11,8,15,15
5898,5898,70,69,63,66,73
5899,5899,7,6,7,7,6
5900,5900,9,12,15,11,6
5901,5901,7,11,12,11,14
5902,5902,68,67,68,65,69
5903,5903,8,13,16,9,10
5904,5904,12,14,12,15,9
5905,5905,12,10,10,6,11
5906,5906,6,12,11,6,12
5907,5907,10,12,7,13,15
5908,5908,8,7,10,12,16
5909,5909,10,15,6,14,7
5910,5910,12,14,11,14,9
5911,5911,67,70,66,68,67
5912,5912,13,11,5,14,9
5913,5913,16,10,14,6,11
5914,5914,5,8,6,9,11
5915,5915,11,6,7,14,10
5916,5916,11,9,7,15,6
5917,5917,15,12,7,8,16
5918,5918,7,10,12,11,13
5919,5919,18,12,14,17,18
5920,5920,13,16,6,10,14
5921,5921,14,10,14,9,9
5922,5922,7,11,11,11,14
5923,5923,5,8,10,15,5
5924,5924,10,12,6,5,11
5925,5925,7,10,14,8,12
5926,5926,15,14,12,15,11
5927,5927,9,9,11,10,15
5928,5928,11,11,16,7,7
5929,5929,13,12,12,8,7
5930,5930,14,10,6,13,14
5931,5931,15,13,11,12,15
5932,5932,7,14,13,15,9
5933,5933,9,14,9,14,15
5934,5934,11,8,13,8,8
5935,5935,71,68,65,69,67
5936,5936,14,7,10,12,7
5937,5937,10,8,8,7,8
5938,5938,6,10,10,9,11
5939,5939,12,10,6,6,13
5940,5940,12,10,15,16,12
5941,5941,13,8,12,12,10
5942,5942,16,10,13,11,7
5943,5943,11,9,10,11,15
5944,5944,12,12,9,7,9
5945,5945,8,16,10,9,10
5946,5946,11,16,11,10,11
5947,5947,13,7,13,9,12
5948,5948,6,12,6,13,6
5949,5949,12,11,12,6,12
5950,5950,6,12,7,13,8
5951,5951,15,8,10,7,11
5952,5952,7,6,15,9,13
5953,5953,9,16,16,12,9
