int_attacking_id,int_player_id,int_crossing,int_finishing,int_heading_accuracy,int_short_passing,int_volleys
4587,4587,67,28,57,59,36
4588,4588,62,36,61,66,33
4589,4589,58,61,39,65,53
4590,4590,54,72,80,70,66
4591,4591,67,62,42,72,63
4592,4592,59,43,66,70,38
4593,4593,15,14,14,23,13
4594,4594,55,48,58,71,37
4595,4595,66,46,58,64,39
4596,4596,64,31,68,63,32
4597,4597,49,37,72,67,34
4598,4598,35,23,71,61,32
4599,4599,47,62,53,71,48
4600,4600,13,7,10,27,9
4601,4601,64,70,64,71,62
4602,4602,65,35,83,57,35
4603,4603,67,68,51,64,56
4604,4604,13,12,15,12,15
4605,4605,28,71,68,54,64
4606,4606,45,30,70,66,37
4607,4607,11,9,14,26,5
4608,4608,71,46,66,64,32
4609,4609,50,64,77,70,55
4610,4610,65,68,52,73,62
4611,4611,15,12,19,24,18
4612,4612,60,73,73,65,59
4613,4613,30,23,76,47,30
4614,4614,55,47,49,74,35
4615,4615,65,57,40,64,54
4616,4616,30,25,70,54,53
4617,4617,44,52,76,61,31
4618,4618,47,72,65,69,69
4619,4619,11,7,7,18,6
4620,4620,15,20,19,35,14
4621,4621,73,37,65,67,50
4622,4622,57,51,65,69,48
4623,4623,14,7,12,25,11
4624,4624,55,55,45,74,48
4625,4625,46,79,74,67,72
4626,4626,54,39,72,71,27
4627,4627,71,54,56,68,51
4628,4628,64,65,57,66,55
4629,4629,68,56,45,70,40
4630,4630,61,56,70,66,44
4631,4631,65,50,55,62,33
4632,4632,60,67,48,72,59
4633,4633,56,56,53,65,34
4634,4634,66,64,62,73,71
4635,4635,67,22,64,67,22
4636,4636,70,33,64,68,29
4637,4637,60,70,58,63,58
4638,4638,15,17,58,58,14
4639,4639,69,35,49,71,31
4640,4640,70,30,50,61,31
4641,4641,65,29,63,63,32
4642,4642,44,72,73,67,67
4643,4643,65,61,51,74,59
4644,4644,70,61,46,72,70
4645,4645,64,74,74,61,67
4646,4646,33,72,65,65,64
4647,4647,12,13,11,26,12
4648,4648,67,54,46,70,66
4649,4649,69,48,53,65,40
4650,4650,48,39,68,63,39
4651,4651,35,28,79,70,35
4652,4652,11,8,9,20,8
4653,4653,35,75,71,64,49
4654,4654,66,64,46,76,58
4655,4655,13,9,13,19,5
4656,4656,66,45,46,72,43
4657,4657,67,59,68,75,57
4658,4658,34,30,64,56,36
4659,4659,13,14,23,26,13
4660,4660,13,10,13,23,9
4661,4661,63,32,66,63,45
4662,4662,12,13,12,24,17
4663,4663,70,62,65,70,69
4664,4664,47,43,74,50,45
4665,4665,50,62,73,71,47
4666,4666,31,29,71,68,23
4667,4667,72,51,65,67,52
4668,4668,62,62,47,61,61
4669,4669,69,42,62,61,40
4670,4670,69,50,55,66,38
4671,4671,45,42,70,71,40
4672,4672,18,10,12,29,11
4673,4673,74,63,49,72,58
4674,4674,67,69,60,58,55
4675,4675,70,62,69,76,69
4676,4676,45,73,70,61,54
4677,4677,37,38,71,61,37
4678,4678,66,50,62,65,45
4679,4679,70,64,56,70,61
4680,4680,31,51,75,67,23
4681,4681,59,49,41,68,43
4682,4682,67,72,67,67,55
4683,4683,22,17,72,59,27
4684,4684,53,36,71,64,20
4685,4685,71,69,44,68,57
4686,4686,57,72,71,64,64
4687,4687,62,42,62,66,35
4688,4688,67,70,82,73,67
4689,4689,64,60,53,64,46
4690,4690,37,40,72,55,29
4691,4691,72,41,65,67,38
4692,4692,68,65,46,67,57
4693,4693,70,67,78,56,68
4694,4694,64,63,42,68,54
4695,4695,27,22,70,57,26
4696,4696,68,62,58,70,66
4697,4697,57,32,54,73,48
4698,4698,15,20,15,24,17
4699,4699,67,47,55,67,54
4700,4700,74,66,64,72,64
4701,4701,57,60,42,75,59
4702,4702,61,70,64,70,54
4703,4703,72,62,52,73,62
4704,4704,13,14,20,23,13
4705,4705,11,9,13,32,10
4706,4706,71,69,63,69,69
4707,4707,70,44,40,67,40
4708,4708,58,71,74,61,62
4709,4709,63,65,39,70,57
4710,4710,59,59,69,72,66
4711,4711,11,13,11,12,10
4712,4712,64,74,71,65,60
4713,4713,61,73,61,68,66
4714,4714,72,53,63,68,53
4715,4715,66,68,72,66,64
4716,4716,55,51,69,71,46
4717,4717,13,18,15,35,16
4718,4718,54,58,59,72,48
4719,4719,69,69,62,65,59
4720,4720,47,73,67,58,59
4721,4721,59,77,58,57,60
4722,4722,65,68,64,66,60
4723,4723,48,25,73,56,40
4724,4724,66,46,64,65,37
4725,4725,71,48,60,68,66
4726,4726,70,47,68,72,52
4727,4727,71,48,73,70,59
4728,4728,34,69,57,72,38
4729,4729,71,60,50,70,72
4730,4730,67,68,65,68,70
4731,4731,69,59,45,72,66
4732,4732,58,61,55,72,49
4733,4733,71,29,67,65,28
4734,4734,68,65,57,69,56
4735,4735,46,50,73,62,40
4736,4736,73,62,58,72,71
4737,4737,60,58,74,71,40
4738,4738,62,49,73,67,54
4739,4739,54,59,55,73,70
4740,4740,74,66,59,70,58
4741,4741,17,16,13,27,19
4742,4742,57,56,60,69,57
4743,4743,66,35,72,68,35
4744,4744,75,52,62,74,54
4745,4745,70,69,60,71,52
4746,4746,54,25,72,62,26
4747,4747,72,75,58,56,70
4748,4748,65,68,35,68,55
4749,4749,14,15,12,23,9
4750,4750,45,39,72,68,44
4751,4751,64,62,70,68,59
4752,4752,69,46,58,66,50
4753,4753,58,68,76,58,65
4754,4754,49,71,66,63,64
4755,4755,66,70,64,65,65
4756,4756,67,54,60,68,32
4757,4757,63,73,67,65,65
4758,4758,49,35,68,74,44
4759,4759,31,34,68,66,28
4760,4760,58,24,67,62,34
4761,4761,61,62,72,75,60
4762,4762,62,68,61,64,57
4763,4763,66,64,36,69,56
4764,4764,40,73,70,66,47
4765,4765,74,45,67,63,47
4766,4766,67,40,58,69,61
4767,4767,65,67,44,66,65
4768,4768,58,54,65,67,50
4769,4769,35,74,75,62,60
4770,4770,13,12,12,29,11
4771,4771,37,24,76,58,31
4772,4772,61,64,48,67,63
4773,4773,70,35,37,69,28
4774,4774,44,70,80,61,61
4775,4775,15,10,14,28,8
4776,4776,71,64,60,70,65
4777,4777,67,46,40,69,45
4778,4778,73,46,63,67,52
4779,4779,62,61,39,70,60
4780,4780,12,15,12,33,14
4781,4781,72,64,59,75,67
4782,4782,49,70,73,68,70
4783,4783,59,35,63,68,26
4784,4784,49,54,65,72,36
4785,4785,38,23,65,66,34
4786,4786,17,16,10,33,15
4787,4787,60,74,62,65,63
4788,4788,49,55,67,76,41
4789,4789,62,69,70,66,68
4790,4790,72,64,50,69,50
4791,4791,11,11,12,35,11
4792,4792,71,59,42,75,67
4793,4793,67,50,54,67,45
4794,4794,33,74,74,62,64
4795,4795,29,76,76,58,70
4796,4796,47,76,68,59,62
4797,4797,67,43,74,67,42
4798,4798,67,67,40,72,59
4799,4799,66,48,73,62,41
4800,4800,67,68,57,73,62
4801,4801,73,55,70,61,53
4802,4802,11,8,12,36,9
4803,4803,72,66,67,69,71
4804,4804,59,68,64,54,56
4805,4805,23,18,71,69,40
4806,4806,56,74,68,66,63
4807,4807,69,57,43,63,49
4808,4808,66,62,40,66,48
4809,4809,46,74,64,66,70
4810,4810,58,38,70,55,39
4811,4811,60,66,31,64,66
4812,4812,65,68,51,67,63
4813,4813,23,35,71,58,33
4814,4814,48,22,67,63,56
4815,4815,17,12,19,27,13
4816,4816,65,58,34,62,45
4817,4817,67,21,44,70,30
4818,4818,49,18,70,69,26
4819,4819,59,41,71,65,36
4820,4820,36,71,69,62,66
4821,4821,49,49,31,69,38
4822,4822,60,64,49,69,55
4823,4823,58,70,72,59,67
4824,4824,67,65,40,67,52
4825,4825,63,66,63,69,55
4826,4826,55,45,67,71,48
4827,4827,34,27,69,67,35
4828,4828,72,25,44,67,25
4829,4829,63,63,49,73,48
4830,4830,62,75,51,67,69
4831,4831,71,59,65,72,68
4832,4832,59,64,58,64,53
4833,4833,32,37,74,65,34
4834,4834,44,21,69,68,27
4835,4835,73,61,45,67,53
4836,4836,49,33,31,64,31
4837,4837,44,35,74,57,34
4838,4838,62,30,59,60,32
4839,4839,66,31,51,69,42
4840,4840,66,52,62,70,44
4841,4841,66,36,57,67,35
4842,4842,70,63,56,70,58
4843,4843,68,35,55,60,31
4844,4844,39,76,72,63,69
4845,4845,67,39,53,63,47
4846,4846,67,66,49,73,44
4847,4847,70,68,42,68,63
4848,4848,55,53,69,69,44
4849,4849,57,62,64,68,51
4850,4850,13,6,11,28,8
4851,4851,64,33,50,62,36
4852,4852,64,67,53,65,61
4853,4853,59,68,75,68,68
4854,4854,52,35,72,68,46
4855,4855,68,52,61,66,41
4856,4856,10,7,12,21,5
4857,4857,31,34,68,65,46
4858,4858,71,64,58,65,69
4859,4859,13,5,10,29,9
4860,4860,66,32,62,68,56
4861,4861,69,65,59,69,59
4862,4862,65,63,58,71,59
4863,4863,58,70,67,67,48
4864,4864,72,47,63,72,48
4865,4865,66,44,68,70,33
4866,4866,63,74,79,72,77
4867,4867,66,60,56,70,48
4868,4868,71,66,54,62,57
4869,4869,72,49,72,65,40
4870,4870,74,61,44,72,62
4871,4871,66,60,55,70,57
4872,4872,65,53,62,75,48
4873,4873,65,58,63,75,58
4874,4874,66,67,48,69,56
4875,4875,50,31,75,60,18
4876,4876,52,54,47,71,52
4877,4877,67,59,46,75,57
4878,4878,68,64,52,66,67
4879,4879,68,66,66,66,70
4880,4880,68,40,52,66,27
4881,4881,64,41,57,66,27
4882,4882,71,64,63,70,72
4883,4883,73,62,50,66,68
4884,4884,11,16,14,48,15
4885,4885,60,27,63,64,33
4886,4886,47,57,65,72,49
4887,4887,67,69,58,74,65
4888,4888,58,58,67,73,59
4889,4889,42,78,56,51,68
4890,4890,68,24,56,63,34
4891,4891,62,62,44,74,56
4892,4892,64,52,59,75,50
4893,4893,74,60,58,75,70
4894,4894,71,64,37,64,56
4895,4895,49,17,71,61,30
4896,4896,59,75,62,67,71
4897,4897,57,54,68,72,37
4898,4898,54,47,64,71,43
4899,4899,70,70,70,71,63
4900,4900,55,60,51,74,62
4901,4901,67,67,58,69,65
4902,4902,51,44,66,70,56
4903,4903,18,14,17,26,13
4904,4904,67,58,65,63,28
4905,4905,55,63,56,72,52
4906,4906,41,74,78,63,61
4907,4907,22,8,14,42,19
4908,4908,56,41,66,69,46
4909,4909,62,63,32,70,56
4910,4910,24,17,69,64,15
4911,4911,53,56,51,75,61
4912,4912,68,68,67,67,74
4913,4913,66,68,55,76,66
4914,4914,64,65,53,70,49
4915,4915,54,54,46,74,54
4916,4916,64,62,52,68,63
4917,4917,57,64,64,65,51
4918,4918,66,66,37,72,51
4919,4919,64,68,55,67,50
4920,4920,68,50,60,66,56
4921,4921,53,76,57,58,63
4922,4922,17,25,72,62,23
4923,4923,52,68,83,65,68
4924,4924,62,69,54,71,73
4925,4925,14,7,14,28,9
4926,4926,68,60,38,74,65
4927,4927,40,74,70,62,52
4928,4928,13,11,15,52,10
4929,4929,70,69,56,68,66
4930,4930,62,70,62,64,71
4931,4931,39,22,71,60,19
4932,4932,66,70,67,66,62
4933,4933,63,55,47,68,56
4934,4934,11,13,12,18,17
4935,4935,39,74,73,63,65
4936,4936,55,71,62,66,77
4937,4937,14,19,18,25,13
4938,4938,60,58,63,76,50
4939,4939,44,35,60,62,29
4940,4940,69,55,61,75,70
4941,4941,50,73,69,67,64
4942,4942,73,64,58,72,68
4943,4943,64,70,69,68,77
4944,4944,77,62,52,70,60
4945,4945,63,48,58,67,41
4946,4946,63,41,48,67,31
4947,4947,68,45,63,66,35
4948,4948,71,55,57,63,48
4949,4949,68,69,59,72,61
4950,4950,66,60,59,69,59
4951,4951,64,68,67,62,69
4952,4952,65,61,50,68,66
4953,4953,28,21,71,67,33
4954,4954,65,52,74,72,40
4955,4955,54,73,59,68,65
4956,4956,21,13,10,34,10
4957,4957,68,67,59,71,65
4958,4958,64,64,50,65,59
4959,4959,59,70,75,63,60
4960,4960,47,41,75,53,45
4961,4961,63,40,66,65,32
4962,4962,40,72,70,58,65
4963,4963,60,70,80,64,68
4964,4964,73,66,23,71,60
4965,4965,32,59,55,78,35
4966,4966,59,55,55,72,57
4967,4967,45,73,62,61,54
4968,4968,71,45,51,65,54
4969,4969,73,58,57,68,51
4970,4970,59,58,51,69,51
4971,4971,59,80,55,68,59
4972,4972,61,40,70,74,51
4973,4973,63,45,52,63,39
4974,4974,68,30,52,68,28
4975,4975,71,65,61,70,61
4976,4976,18,17,15,35,20
4977,4977,43,31,72,66,20
4978,4978,10,7,22,19,12
4979,4979,60,64,79,66,40
4980,4980,45,54,69,70,42
4981,4981,74,59,52,67,64
4982,4982,32,24,68,58,33
4983,4983,73,68,59,71,55
4984,4984,66,69,45,73,49
4985,4985,65,66,45,68,63
4986,4986,59,66,43,71,59
4987,4987,64,59,47,77,57
4988,4988,62,37,52,68,34
4989,4989,67,69,71,63,47
4990,4990,64,67,36,69,52
4991,4991,58,55,56,71,39
4992,4992,64,31,66,70,36
4993,4993,54,54,62,70,46
4994,4994,29,29,68,65,30
4995,4995,63,56,68,70,57
4996,4996,51,68,76,68,67
4997,4997,69,38,72,70,49
4998,4998,35,18,65,60,23
4999,4999,76,58,50,68,68
5000,5000,76,64,49,72,65
5001,5001,71,64,52,68,60
5002,5002,60,61,37,69,43
5003,5003,65,64,45,71,54
5004,5004,69,71,57,67,66
5005,5005,65,66,55,72,55
5006,5006,61,70,64,67,68
5007,5007,52,69,65,72,40
5008,5008,62,62,58,70,57
5009,5009,50,74,58,61,70
5010,5010,68,67,61,68,59
5011,5011,62,67,54,66,62
5012,5012,70,62,64,70,59
5013,5013,13,7,14,15,6
5014,5014,18,16,19,26,16
5015,5015,61,29,67,61,19
5016,5016,68,50,60,77,62
5017,5017,61,60,47,67,55
5018,5018,67,34,65,65,40
5019,5019,62,51,62,69,58
5020,5020,62,51,59,71,55
5021,5021,64,55,49,73,48
5022,5022,33,34,69,60,32
5023,5023,33,26,70,62,31
5024,5024,60,70,74,71,66
5025,5025,39,42,69,68,49
5026,5026,37,69,65,62,67
5027,5027,70,51,59,62,40
5028,5028,74,64,30,74,70
5029,5029,64,45,72,78,60
5030,5030,50,75,69,56,46
5031,5031,61,33,74,66,44
5032,5032,71,58,55,70,44
5033,5033,37,72,73,67,78
5034,5034,65,73,67,70,65
5035,5035,59,65,59,69,58
5036,5036,49,66,48,70,40
5037,5037,62,40,57,64,48
5038,5038,56,75,75,64,66
5039,5039,69,30,66,66,32
5040,5040,62,61,34,70,42
5041,5041,63,40,53,69,31
5042,5042,56,68,70,62,63
5043,5043,70,59,46,68,42
5044,5044,66,68,61,71,55
5045,5045,64,76,59,62,58
5046,5046,66,67,64,71,58
5047,5047,66,69,58,68,51
5048,5048,19,12,11,24,18
5049,5049,12,8,10,45,8
5050,5050,53,47,62,71,56
5051,5051,12,18,17,25,19
5052,5052,63,38,67,68,25
5053,5053,66,45,53,68,59
5054,5054,63,28,69,63,27
5055,5055,47,56,60,73,45
5056,5056,65,69,43,63,61
5057,5057,17,20,69,68,20
5058,5058,70,51,61,70,48
5059,5059,62,68,66,66,57
5060,5060,70,65,47,66,67
5061,5061,69,34,69,70,33
5062,5062,34,23,67,70,34
5063,5063,60,65,62,68,62
5064,5064,70,74,58,65,75
5065,5065,40,51,69,68,35
5066,5066,58,72,65,64,67
5067,5067,40,71,61,61,75
5068,5068,48,70,68,66,68
5069,5069,39,40,67,62,42
5070,5070,50,72,73,54,67
5071,5071,23,44,76,66,40
5072,5072,52,43,50,73,41
5073,5073,63,58,56,75,55
5074,5074,64,46,67,66,47
5075,5075,20,10,10,16,10
5076,5076,12,14,13,29,16
5077,5077,38,30,66,73,25
5078,5078,66,70,65,62,68
5079,5079,70,32,52,66,58
5080,5080,51,69,69,65,70
5081,5081,27,24,76,59,24
5082,5082,44,36,75,64,46
5083,5083,19,13,16,31,15
5084,5084,44,26,64,58,25
5085,5085,68,42,58,65,56
5086,5086,31,26,70,68,31
5087,5087,68,55,72,62,33
5088,5088,63,66,56,66,55
5089,5089,47,50,64,65,49
5090,5090,67,28,59,65,33
5091,5091,69,70,71,68,63
5092,5092,46,72,74,67,69
5093,5093,66,44,61,66,39
5094,5094,58,74,75,66,64
5095,5095,51,73,77,66,62
5096,5096,68,22,68,64,25
5097,5097,68,26,48,67,23
5098,5098,48,42,77,65,35
5099,5099,51,69,83,69,71
5100,5100,60,69,44,61,76
5101,5101,65,63,60,70,60
5102,5102,67,67,65,74,59
5103,5103,10,6,14,15,5
5104,5104,48,74,75,65,72
5105,5105,59,72,69,65,66
5106,5106,50,72,58,59,65
5107,5107,36,23,67,63,36
5108,5108,57,71,66,64,75
5109,5109,46,46,68,68,40
5110,5110,10,9,9,45,7
5111,5111,68,66,29,68,67
5112,5112,11,10,13,32,9
5113,5113,30,73,67,62,47
5114,5114,44,74,68,60,68
5115,5115,14,14,12,38,20
5116,5116,35,33,73,56,27
5117,5117,58,58,62,73,46
5118,5118,63,55,62,74,74
5119,5119,69,67,51,66,59
5120,5120,70,54,58,69,43
5121,5121,67,61,45,65,49
5122,5122,71,67,57,77,72
5123,5123,64,45,56,64,42
5124,5124,68,72,59,67,67
5125,5125,67,65,70,69,62
5126,5126,70,48,59,75,38
5127,5127,44,37,73,60,27
5128,5128,55,73,79,62,71
5129,5129,39,26,74,49,31
5130,5130,35,21,74,64,27
5131,5131,73,57,57,65,54
5132,5132,70,54,56,65,46
5133,5133,40,73,67,64,71
5134,5134,50,65,67,63,51
5135,5135,67,59,56,65,36
5136,5136,61,26,58,66,36
5137,5137,59,66,48,74,48
5138,5138,18,13,19,36,16
5139,5139,33,34,55,72,31
5140,5140,63,66,51,72,63
5141,5141,51,50,64,71,45
5142,5142,60,60,50,61,73
5143,5143,70,73,72,72,65
5144,5144,67,71,43,66,45
5145,5145,67,61,60,69,59
5146,5146,62,79,61,71,52
5147,5147,58,74,63,66,66
5148,5148,62,68,41,66,70
5149,5149,65,71,37,67,66
5150,5150,62,68,54,70,74
5151,5151,65,69,80,63,70
5152,5152,71,34,69,70,36
5153,5153,65,30,61,69,35
5154,5154,12,10,10,27,10
5155,5155,67,37,56,65,36
5156,5156,14,12,11,45,14
5157,5157,66,52,59,70,62
5158,5158,68,63,45,69,47
5159,5159,75,48,60,64,53
5160,5160,69,43,62,71,37
5161,5161,67,54,50,66,46
5162,5162,68,66,66,63,56
5163,5163,63,69,51,65,53
5164,5164,73,67,64,67,57
5165,5165,66,66,40,61,52
5166,5166,39,41,81,65,22
5167,5167,77,69,42,72,66
5168,5168,37,36,69,61,32
5169,5169,64,65,71,70,61
5170,5170,14,19,15,25,12
5171,5171,69,70,55,68,68
5172,5172,70,65,46,64,48
5173,5173,31,38,70,65,28
5174,5174,64,69,75,67,68
5175,5175,46,74,69,64,72
5176,5176,73,57,44,69,56
5177,5177,74,48,58,67,31
5178,5178,70,52,57,70,32
5179,5179,69,71,59,67,49
5180,5180,62,63,76,66,52
5181,5181,25,35,73,60,33
5182,5182,56,69,68,58,53
5183,5183,70,58,48,75,36
5184,5184,78,58,65,69,56
5185,5185,54,73,65,66,66
5186,5186,61,70,76,66,58
5187,5187,68,50,63,67,50
5188,5188,65,42,67,71,52
5189,5189,50,59,58,74,47
5190,5190,58,49,57,68,66
5191,5191,70,64,72,71,70
5192,5192,58,62,60,70,58
5193,5193,66,69,53,68,71
5194,5194,72,31,51,68,21
5195,5195,72,66,58,77,74
5196,5196,57,69,74,67,73
5197,5197,14,18,19,50,12
5198,5198,33,30,73,62,29
5199,5199,70,47,64,72,51
5200,5200,62,65,45,69,60
5201,5201,13,16,12,25,13
5202,5202,73,64,58,66,44
5203,5203,41,22,69,54,26
5204,5204,51,70,68,66,64
5205,5205,71,64,53,67,53
5206,5206,74,56,55,66,45
5207,5207,21,21,68,63,24
5208,5208,68,72,67,62,68
5209,5209,65,48,61,67,39
5210,5210,43,30,72,65,25
5211,5211,40,47,78,70,49
5212,5212,44,25,77,60,33
5213,5213,13,15,16,25,19
5214,5214,65,42,59,65,62
5215,5215,72,65,58,70,66
5216,5216,66,66,52,65,70
5217,5217,64,47,60,67,26
5218,5218,70,39,61,67,37
5219,5219,65,62,61,72,52
5220,5220,60,76,61,65,61
5221,5221,63,59,49,75,59
5222,5222,66,36,71,64,51
5223,5223,48,75,72,64,55
5224,5224,53,72,78,63,63
5225,5225,68,68,57,66,63
5226,5226,60,68,51,76,60
5227,5227,59,65,37,70,61
5228,5228,65,67,46,71,66
5229,5229,66,49,42,68,33
5230,5230,70,61,38,75,65
5231,5231,75,75,70,67,55
5232,5232,34,26,70,51,29
5233,5233,65,64,47,67,57
5234,5234,11,19,14,21,15
5235,5235,65,69,64,69,74
5236,5236,64,28,50,67,46
5237,5237,67,40,72,73,64
5238,5238,73,60,51,74,37
5239,5239,67,29,54,67,36
5240,5240,68,57,45,73,58
5241,5241,69,35,54,67,25
5242,5242,65,59,56,73,56
5243,5243,23,71,74,59,53
5244,5244,51,45,69,64,51
5245,5245,48,70,74,69,72
5246,5246,58,71,64,65,68
5247,5247,26,17,70,67,29
5248,5248,71,46,53,68,32
5249,5249,17,20,16,44,18
5250,5250,68,61,40,65,53
5251,5251,61,61,52,69,45
5252,5252,64,71,59,70,71
5253,5253,59,63,36,73,57
5254,5254,49,45,58,68,40
5255,5255,63,55,71,72,46
5256,5256,71,66,65,74,58
5257,5257,34,42,68,62,31
5258,5258,11,11,23,32,14
5259,5259,34,27,68,71,30
5260,5260,36,30,67,64,33
5261,5261,70,62,39,68,49
5262,5262,68,67,49,67,55
5263,5263,68,69,49,73,73
5264,5264,70,60,54,64,52
5265,5265,58,53,51,74,68
5266,5266,63,42,66,68,32
5267,5267,55,40,55,78,48
5268,5268,60,21,74,65,32
5269,5269,44,56,65,67,60
5270,5270,30,14,71,55,20
5271,5271,43,72,70,65,60
5272,5272,69,54,51,73,65
5273,5273,35,35,70,71,13
5274,5274,58,12,70,58,49
5275,5275,51,72,67,67,57
5276,5276,49,32,71,73,30
5277,5277,40,41,77,67,34
5278,5278,56,74,62,64,64
5279,5279,18,17,18,20,11
5280,5280,18,11,11,44,13
5281,5281,68,59,64,64,41
5282,5282,62,70,64,68,59
5283,5283,72,70,67,70,64
5284,5284,67,57,57,64,44
5285,5285,63,62,61,66,61
5286,5286,56,31,75,56,28
5287,5287,62,44,64,69,66
5288,5288,68,75,75,66,71
5289,5289,71,64,57,60,60
5290,5290,63,68,62,63,66
5291,5291,41,30,69,64,37
5292,5292,67,51,45,70,50
5293,5293,69,54,56,73,50
5294,5294,56,69,62,63,56
5295,5295,47,28,73,66,14
5296,5296,66,41,61,64,50
5297,5297,70,48,58,71,30
5298,5298,35,20,74,63,26
5299,5299,71,62,41,64,47
5300,5300,12,14,13,28,13
5301,5301,68,32,69,70,38
5302,5302,62,75,71,66,59
5303,5303,60,61,48,77,39
5304,5304,63,71,56,70,58
5305,5305,14,16,19,29,12
5306,5306,66,67,56,74,66
5307,5307,76,62,46,67,54
5308,5308,65,61,33,61,53
5309,5309,66,42,62,63,53
5310,5310,57,68,63,70,66
5311,5311,77,43,45,78,40
5312,5312,70,63,49,67,55
5313,5313,14,16,20,28,16
5314,5314,33,27,68,72,60
5315,5315,57,68,67,58,62
5316,5316,77,68,66,74,69
5317,5317,60,45,69,73,46
5318,5318,73,61,55,72,63
5319,5319,78,36,57,73,30
5320,5320,29,22,72,64,30
5321,5321,76,31,54,59,33
5322,5322,73,45,60,64,53
5323,5323,57,74,66,62,60
5324,5324,24,20,75,55,18
5325,5325,49,29,71,71,34
5326,5326,59,57,54,71,59
5327,5327,44,24,59,69,33
5328,5328,38,55,70,71,36
5329,5329,61,71,70,71,70
5330,5330,60,52,55,70,67
5331,5331,68,57,48,76,62
5332,5332,15,13,13,30,14
5333,5333,14,9,10,40,5
5334,5334,45,28,73,67,17
5335,5335,13,15,14,29,19
5336,5336,69,46,61,67,56
5337,5337,66,46,52,65,38
5338,5338,44,73,75,57,59
5339,5339,43,72,73,63,64
5340,5340,63,41,59,65,37
5341,5341,35,15,71,66,19
5342,5342,12,13,18,23,13
5343,5343,46,38,75,64,23
5344,5344,65,61,49,73,49
5345,5345,69,61,60,67,56
5346,5346,45,52,68,70,42
5347,5347,30,75,78,54,67
5348,5348,52,36,72,71,49
5349,5349,70,62,51,67,52
5350,5350,67,55,59,62,51
5351,5351,55,40,68,74,35
5352,5352,40,70,65,64,65
5353,5353,70,45,50,65,41
5354,5354,34,35,71,62,15
5355,5355,69,64,55,77,57
5356,5356,15,15,12,37,18
5357,5357,17,19,12,32,18
5358,5358,71,63,57,61,68
5359,5359,67,64,43,66,69
5360,5360,64,68,35,68,57
5361,5361,63,68,64,72,57
5362,5362,49,48,61,68,54
5363,5363,70,63,52,73,46
5364,5364,13,5,10,22,8
5365,5365,80,52,53,52,48
5366,5366,67,49,53,63,47
5367,5367,67,69,62,64,69
5368,5368,69,69,48,67,56
5369,5369,28,30,73,56,21
5370,5370,33,22,71,65,29
5371,5371,22,19,70,68,29
5372,5372,19,17,14,43,15
5373,5373,45,72,68,65,59
5374,5374,59,45,67,68,28
5375,5375,51,72,72,61,63
5376,5376,66,46,52,68,59
5377,5377,66,65,47,70,63
5378,5378,29,27,73,62,26
5379,5379,53,51,51,71,49
5380,5380,47,39,51,65,44
5381,5381,70,65,60,70,69
5382,5382,70,61,47,70,49
5383,5383,72,71,72,72,70
5384,5384,53,71,75,60,67
5385,5385,70,41,47,74,34
5386,5386,38,44,68,66,52
5387,5387,67,60,49,65,64
5388,5388,45,35,77,62,46
5389,5389,67,67,34,74,49
5390,5390,52,66,64,68,63
5391,5391,43,38,74,66,35
5392,5392,44,29,67,69,42
5393,5393,72,70,58,62,54
5394,5394,16,12,12,36,14
5395,5395,38,70,70,57,68
5396,5396,63,62,42,67,40
5397,5397,72,62,63,74,76
5398,5398,49,28,70,53,36
5399,5399,58,62,59,73,53
5400,5400,51,29,63,48,24
5401,5401,30,31,69,70,26
5402,5402,18,13,14,29,15
5403,5403,60,67,58,72,59
5404,5404,52,52,63,71,41
5405,5405,30,14,64,60,13
5406,5406,79,60,49,71,62
5407,5407,19,18,18,28,19
5408,5408,39,71,64,52,72
5409,5409,67,70,61,70,55
5410,5410,68,42,59,66,36
5411,5411,68,73,67,68,60
5412,5412,40,71,63,60,73
5413,5413,32,28,68,65,18
5414,5414,14,15,18,36,12
5415,5415,65,59,55,73,49
5416,5416,64,62,45,71,45
5417,5417,29,30,72,51,32
5418,5418,43,36,72,60,45
5419,5419,39,35,70,69,27
5420,5420,67,56,50,68,62
5421,5421,58,70,72,67,54
5422,5422,58,42,59,73,63
5423,5423,70,65,60,70,67
5424,5424,75,59,50,73,58
5425,5425,67,68,62,71,64
5426,5426,54,59,58,71,54
5427,5427,59,62,58,74,63
5428,5428,75,51,60,72,50
5429,5429,33,40,70,60,38
5430,5430,49,33,68,70,46
5431,5431,44,71,75,61,68
5432,5432,64,64,46,67,41
5433,5433,65,52,59,77,59
5434,5434,62,73,61,64,70
5435,5435,11,16,15,19,17
5436,5436,49,38,58,66,42
5437,5437,63,66,42,68,63
5438,5438,72,51,64,66,51
5439,5439,67,42,63,65,41
5440,5440,64,66,66,70,58
5441,5441,70,38,63,65,41
5442,5442,35,37,77,48,43
5443,5443,55,67,64,69,60
5444,5444,71,66,40,63,61
5445,5445,53,70,66,62,56
5446,5446,55,63,69,69,70
5447,5447,68,52,56,72,66
5448,5448,39,72,75,62,64
5449,5449,68,57,39,71,61
5450,5450,39,41,63,65,40
5451,5451,58,53,18,70,50
5452,5452,69,43,65,67,42
5453,5453,75,50,58,65,50
5454,5454,58,25,71,64,25
5455,5455,53,46,42,76,40
5456,5456,72,24,64,67,44
5457,5457,67,52,56,69,66
