int_player_id,str_player_name,str_positions,dt_date_of_birth,int_height,int_weight,int_overall_rating,int_potential_rating,str_best_position,int_best_overall_rating,int_value,int_wage,str_player_image_url,int_team_id,str_nationality
4141,Ognjen Vranješ,"CB, RB",10/24/1989,182,76,71,71,CB,71,1500000,13000,https://cdn.sofifa.com/players/203/624/21_120.png,163,Bosnia Herzegovina
4142,Moritz Bauer,"RB, RWB",1/25/1992,181,74,71,71,RB,71,1700000,18000,https://cdn.sofifa.com/players/204/904/21_120.png,169,Austria
4143,Simeon Tochukwu Nwankwo,ST,5/7/1992,198,84,71,71,ST,71,1900000,10000,https://cdn.sofifa.com/players/219/496/21_120.png,234,Nigeria
4144,Antonaldo Luiz Vaz Stein,LB,2/29/2000,174,71,71,71,LB,71,1900000,15000,https://cdn.sofifa.com/players/230/248/21_120.png,77,Brazil
4145,Benito Nicolas Viola,"CM, CDM",10/12/1989,180,77,71,71,CM,71,1800000,12000,https://cdn.sofifa.com/players/173/160/21_120.png,154,Italy
4146,Pedro Manuel Lobo Peixoto Mineiro Mendes,ST,8/1/1999,187,84,71,83,ST,73,4500000,7000,https://cdn.sofifa.com/players/254/824/21_120.png,177,Portugal
4147,Hatem Abd Elhamed,"RB, CB",3/18/1991,188,80,71,71,RB,71,1600000,29000,https://cdn.sofifa.com/players/202/601/21_120.png,102,Israel
4148,Onur Kaya,"RM, LM, CAM",4/20/1986,167,69,71,71,RM,71,875000,10000,https://cdn.sofifa.com/players/172/649/21_120.png,288,Belgium
4149,Fabricio Coloccini,CB,1/22/1982,184,83,71,71,CB,71,325000,9000,https://cdn.sofifa.com/players/048/745/21_120.png,138,Argentina
4150,Hosam Aiesh,"RM, RW, CAM",4/14/1995,180,72,71,73,RM,72,2400000,4000,https://cdn.sofifa.com/players/213/612/21_120.png,391,Sweden
4151,Smail Prevljak,ST,5/10/1995,187,80,71,75,ST,73,2600000,9000,https://cdn.sofifa.com/players/223/596/21_120.png,309,Bosnia Herzegovina
4152,Randy Nteka,"ST, CAM",12/6/1997,189,75,71,82,ST,73,4200000,6000,https://cdn.sofifa.com/players/251/756/21_120.png,368,France
4153,Holger Badstuber,CB,3/13/1989,189,83,71,71,CB,71,1300000,14000,https://cdn.sofifa.com/players/192/620/21_120.png,144,Germany
4154,Jack Hunt,"RWB, RB",12/6/1990,175,71,71,71,RWB,71,1600000,25000,https://cdn.sofifa.com/players/193/900/21_120.png,233,England
4155,Brian Alexis Ocampo Ferreira,"RW, LW, RM",6/25/1999,172,70,71,78,RM,73,3800000,700,https://cdn.sofifa.com/players/253/293/21_120.png,197,Uruguay
4156,Michael Morrison,CB,3/3/1988,185,76,71,71,CB,71,1200000,9000,https://cdn.sofifa.com/players/188/782/21_120.png,166,England
4157,Germán Andrés Lanaro,CB,3/21/1986,184,84,71,71,CB,71,600000,8000,https://cdn.sofifa.com/players/224/367/21_120.png,151,Argentina
4158,Paul Baysse,CB,5/18/1988,184,85,71,71,CB,71,1200000,18000,https://cdn.sofifa.com/players/178/031/21_120.png,96,France
4159,Mateus Pasinato,GK,6/28/1992,192,86,71,71,GK,71,1300000,7000,https://cdn.sofifa.com/players/251/503/21_120.png,283,Brazil
4160,Floyd Ayité,"LM, RM, ST",12/15/1988,175,74,71,71,LM,71,1600000,12000,https://cdn.sofifa.com/players/188/271/21_120.png,296,Togo
4161,酒井 髙徳,"LB, LM, RB",3/14/1991,176,74,71,71,LB,71,1600000,7000,https://cdn.sofifa.com/players/207/472/21_120.png,260,Japan
4162,Irvin Cardona,"ST, RM, LM",8/8/1997,185,77,71,79,ST,73,4200000,12000,https://cdn.sofifa.com/players/235/888/21_120.png,150,France
4163,Gianni Bruno,"RM, LM, ST",8/19/1991,180,73,71,71,RM,71,1900000,11000,https://cdn.sofifa.com/players/184/176/21_120.png,292,Belgium
4164,Jaine Stiven Barreiro Solis,CB,6/19/1994,189,78,71,72,CB,72,1900000,14000,https://cdn.sofifa.com/players/214/129/21_120.png,132,Colombia
4165,Viðar Örn Kjartansson,ST,3/11/1990,187,80,71,71,ST,71,1800000,4000,https://cdn.sofifa.com/players/221/553/21_120.png,460,Iceland
4166,Clayton Fábio Fildeiras Cachoeira,"CAM, CM",2/29/1996,172,69,71,71,CAM,71,2200000,13000,https://cdn.sofifa.com/players/230/257/21_120.png,158,Brazil
4167,Gustavo Rafael Outomouro Tófoli,"ST, LM",2/29/1996,175,73,71,71,CF,72,2200000,16000,https://cdn.sofifa.com/players/230/513/21_120.png,88,Brazil
4168,Amir Abrashi,"CDM, CM",3/27/1990,172,76,71,71,CDM,71,1600000,14000,https://cdn.sofifa.com/players/199/282/21_120.png,89,Albania
4169,Bruno Uvini Bortolança,CB,6/3/1991,187,85,71,72,CB,72,1700000,22000,https://cdn.sofifa.com/players/200/818/21_120.png,276,Brazil
4170,Guillaume Gillet,"CDM, CM",3/9/1984,186,81,71,71,CDM,71,375000,7000,https://cdn.sofifa.com/players/163/186/21_120.png,189,Belgium
4171,Jon Ander Garrido Moracia,"CDM, CM",10/9/1989,185,80,71,71,CDM,71,1600000,16000,https://cdn.sofifa.com/players/233/075/21_120.png,155,Spain
4172,Mathías Sebastián Suárez Suárez,"RB, LB",6/24/1996,182,80,71,76,RB,71,2600000,650,https://cdn.sofifa.com/players/246/387/21_120.png,197,Uruguay
4173,Lazar Ranđelović,"RM, LM",8/5/1997,177,68,71,78,RM,72,3800000,800,https://cdn.sofifa.com/players/251/763/21_120.png,70,Serbia
4174,Paulao Paulo Junqueiras Couto,ST,2/29/2000,193,96,71,71,ST,71,2100000,15000,https://cdn.sofifa.com/players/230/516/21_120.png,104,Brazil
4175,Arnór Sigurðsson,"CF, CAM, LM",5/15/1999,177,75,71,81,CF,73,4200000,21000,https://cdn.sofifa.com/players/238/196/21_120.png,97,Iceland
4176,Diego Ângelo de Oliveira,CB,2/17/1986,192,84,71,71,CB,71,600000,11000,https://cdn.sofifa.com/players/185/204/21_120.png,296,Brazil
4177,Ola John,"LW, RW",5/19/1992,179,72,71,71,LW,71,1900000,6000,https://cdn.sofifa.com/players/202/101/21_120.png,448,Netherlands
4178,Orestis Kiomourtzoglou,"CDM, CM",5/7/1998,188,75,71,77,CB,73,2800000,5000,https://cdn.sofifa.com/players/238/965/21_120.png,433,Germany
4179,Daniel Martins Guimarães,GK,4/18/1987,191,74,71,71,GK,71,600000,6000,https://cdn.sofifa.com/players/215/414/21_120.png,279,Brazil
4180,Ebenezer Ofori,"CM, CDM",7/1/1995,172,70,71,76,CM,73,2700000,6000,https://cdn.sofifa.com/players/219/510/21_120.png,413,Ghana
4181,Sebastiano Luperto,CB,9/6/1996,191,75,71,79,CB,73,3900000,26000,https://cdn.sofifa.com/players/220/534/21_120.png,234,Italy
4182,Maurício de Carvalho António,CB,2/6/1992,183,82,71,72,CB,72,1800000,8000,https://cdn.sofifa.com/players/232/310/21_120.png,268,Brazil
4183,Hakan Özmert,"CM, CDM, CAM",6/3/1985,183,80,71,71,CM,71,750000,9000,https://cdn.sofifa.com/players/177/782/21_120.png,200,Turkey
4184,Federico Javier Santander Mereles,ST,6/4/1991,187,84,71,71,ST,71,1900000,22000,https://cdn.sofifa.com/players/201/335/21_120.png,111,Paraguay
4185,Renaud Emond,ST,12/5/1991,186,73,71,71,ST,71,1900000,18000,https://cdn.sofifa.com/players/215/927/21_120.png,99,Belgium
4186,Francisco Jiménez Tejada,ST,6/26/1986,183,82,71,71,ST,71,900000,950,https://cdn.sofifa.com/players/164/471/21_120.png,205,Spain
4187,Bandar Mohammed Saeed Saleh Al Ahbabi,"RM, RB",7/9/1990,169,62,71,71,RM,71,1800000,900,https://cdn.sofifa.com/players/247/671/21_120.png,336,United Arab Emirates
4188,Wesley Fofana,CB,12/17/2000,190,76,71,83,CB,73,4200000,20000,https://cdn.sofifa.com/players/248/695/21_120.png,18,France
4189,Anthony Losilla,"CDM, CM, CB",3/10/1986,185,80,71,71,CDM,71,650000,11000,https://cdn.sofifa.com/players/199/288/21_120.png,294,France
4190,Jack Byrne,"RW, CAM, RM",4/24/1996,175,73,71,76,CAM,73,2800000,3000,https://cdn.sofifa.com/players/218/744/21_120.png,597,Republic of Ireland
4191,Pape Moussa Konaté,ST,4/3/1993,183,78,71,71,ST,71,2000000,5000,https://cdn.sofifa.com/players/211/321/21_120.png,259,Senegal
4192,Anthony D'Alberto,"RB, LB, CB",10/13/1994,176,69,71,74,RB,71,2300000,8000,https://cdn.sofifa.com/players/233/849/21_120.png,283,Belgium
4193,Marko Pajač,"LM, LB",5/11/1993,185,69,71,71,LM,71,2000000,19000,https://cdn.sofifa.com/players/234/873/21_120.png,72,Croatia
4194,Bengali-Fodé Koita,"ST, RM",10/21/1990,186,86,71,71,ST,71,1900000,11000,https://cdn.sofifa.com/players/189/561/21_120.png,314,Guinea
4195,Andrew Hughes,LB,6/5/1992,190,81,71,71,LB,71,1700000,18000,https://cdn.sofifa.com/players/214/906/21_120.png,167,Wales
4196,José Ángel Pozo la Rosa,"CM, CAM, ST",3/15/1996,170,65,71,78,CAM,75,3700000,5000,https://cdn.sofifa.com/players/218/746/21_120.png,253,Spain
4197,Manuel Reina Rodríguez,GK,4/1/1985,186,81,71,71,GK,71,210000,3000,https://cdn.sofifa.com/players/173/178/21_120.png,159,Spain
4198,Vincent Julien Sasso,CB,2/16/1991,190,82,71,72,CB,72,1700000,12000,https://cdn.sofifa.com/players/188/538/21_120.png,508,France
4199,Lucas Höler,"ST, CF",7/10/1994,184,83,71,73,ST,73,2400000,16000,https://cdn.sofifa.com/players/234/875/21_120.png,89,Germany
4200,Rogério De Assis Silva Coutinho,"CAM, LM",3/20/1987,176,70,71,71,RW,72,1200000,19000,https://cdn.sofifa.com/players/189/819/21_120.png,426,Brazil
4201,Lucas Eduardo dos Santos João,"ST, LW",9/4/1993,192,80,71,72,ST,72,2200000,11000,https://cdn.sofifa.com/players/210/556/21_120.png,166,Portugal
4202,Bruno Ricardo Valdez Wilson,CB,12/27/1996,191,80,71,79,CB,73,3900000,8000,https://cdn.sofifa.com/players/236/924/21_120.png,212,Portugal
4203,Jean Butez,GK,6/8/1995,188,75,71,75,GK,71,2000000,10000,https://cdn.sofifa.com/players/225/149/21_120.png,136,France
4204,Majeed Ashimeru,"CM, CDM",10/10/1997,182,72,71,78,CAM,73,3800000,15000,https://cdn.sofifa.com/players/242/045/21_120.png,133,Ghana
4205,Pasquale Schiattarella,"CM, CDM",5/30/1987,178,73,71,71,CAM,72,1200000,12000,https://cdn.sofifa.com/players/188/541/21_120.png,154,Italy
4206,Frederik Sørensen,"CB, RB",4/14/1992,194,88,71,73,CB,73,1900000,16000,https://cdn.sofifa.com/players/201/342/21_120.png,90,Denmark
4207,Mauro Andrés Manotas Páez,ST,7/15/1995,183,66,71,74,ST,73,2600000,6000,https://cdn.sofifa.com/players/222/590/21_120.png,351,Colombia
4208,Sead Hakšabanovič,"LW, LM",5/4/1999,173,74,71,81,CAM,73,4200000,4000,https://cdn.sofifa.com/players/226/430/21_120.png,415,Montenegro
4209,Asier Riesgo Unamuno,GK,10/6/1983,185,78,71,71,GK,71,210000,4000,https://cdn.sofifa.com/players/110/974/21_120.png,117,Spain
4210,Jonathan Howson,"CM, CDM, CB",5/21/1988,180,77,71,71,CM,71,1500000,12000,https://cdn.sofifa.com/players/183/422/21_120.png,213,England
4211,Javier Fabián Toledo,ST,4/20/1986,190,89,71,71,ST,71,900000,10000,https://cdn.sofifa.com/players/198/783/21_120.png,275,Argentina
4212,Jeremy Dudziak,"CM, CDM, RB",8/28/1995,176,70,71,76,LM,74,2800000,9000,https://cdn.sofifa.com/players/206/463/21_120.png,143,Tunisia
4213,Denis Linsmayer,"CDM, CM",9/19/1991,182,79,71,71,CDM,71,1600000,6000,https://cdn.sofifa.com/players/210/303/21_120.png,278,Germany
4214,"Adama ""Noss"" Traoré","RW, CM, CAM",6/28/1995,180,72,71,74,CAM,74,2500000,10000,https://cdn.sofifa.com/players/225/151/21_120.png,346,Mali
4215,Yassine Benrahou,CAM,1/24/1999,170,68,71,80,CAM,73,4200000,11000,https://cdn.sofifa.com/players/244/863/21_120.png,161,Morocco
4216,Marcelo Moreno Martins,ST,6/18/1987,187,82,71,71,ST,71,0,0,https://cdn.sofifa.com/players/181/375/21_120.png,,Bolivia
4217,Bakaye Dibassy,"CB, LB",8/11/1989,183,74,71,71,CB,71,1500000,5000,https://cdn.sofifa.com/players/234/624/21_120.png,263,Mali
4218,Michaël Cuisance,CM,8/16/1999,181,74,71,82,CAM,75,4100000,27000,https://cdn.sofifa.com/players/239/744/21_120.png,33,France
4219,Mitchell Glenn Donald,"CAM, CDM, CM",12/10/1988,183,75,71,71,CDM,73,1600000,10000,https://cdn.sofifa.com/players/183/936/21_120.png,365,Netherlands
4220,Will Vaulks,"CDM, CM",9/13/1993,180,75,71,73,CDM,72,2100000,17000,https://cdn.sofifa.com/players/208/769/21_120.png,192,Wales
4221,Cheick Omar Traoré,"RB, RWB",3/31/1995,174,78,71,75,RB,71,2400000,21000,https://cdn.sofifa.com/players/240/257/21_120.png,148,Mali
4222,Vital Manuel N'Simba,LB,7/8/1993,167,67,71,72,LB,71,2000000,5000,https://cdn.sofifa.com/players/230/019/21_120.png,432,DR Congo
4223,Juan Pablo Álvarez,RM,2/10/1996,176,72,71,77,RM,72,3000000,9000,https://cdn.sofifa.com/players/239/491/21_120.png,270,Argentina
4224,Tomáš Hořava,"CM, CDM, CAM",5/29/1988,182,68,71,71,CM,71,1500000,750,https://cdn.sofifa.com/players/181/123/21_120.png,128,Czech Republic
4225,Nick Powell,"CAM, CM",3/23/1994,183,65,71,74,CAM,73,2400000,18000,https://cdn.sofifa.com/players/201/093/21_120.png,169,England
4226,Darnell Furlong,"RB, CB",10/31/1995,183,75,71,76,RB,71,2600000,35000,https://cdn.sofifa.com/players/223/877/21_120.png,125,England
4227,Carleto Adilson Costinha Caldeira,"CAM, ST, RM",2/29/1992,175,69,71,71,RM,72,1900000,16000,https://cdn.sofifa.com/players/230/278/21_120.png,147,Brazil
4228,Simone Iacoponi,"CB, RB",4/30/1987,180,73,71,71,RB,72,900000,18000,https://cdn.sofifa.com/players/178/310/21_120.png,93,Italy
4229,Javier Hernán García,GK,1/29/1987,182,78,71,71,GK,71,600000,8000,https://cdn.sofifa.com/players/178/566/21_120.png,58,Argentina
4230,Charles Marcelo da Silva,GK,2/4/1994,186,79,71,74,GK,71,1900000,6000,https://cdn.sofifa.com/players/229/255/21_120.png,282,Brazil
4231,Carl Jenkinson,RB,2/8/1992,185,77,71,71,RB,71,1700000,29000,https://cdn.sofifa.com/players/200/841/21_120.png,141,England
4232,Francesco Vicari,CB,8/3/1994,190,80,71,76,CB,73,2500000,18000,https://cdn.sofifa.com/players/215/433/21_120.png,187,Italy
4233,Kasim Adams Nuhu,CB,6/22/1995,190,83,71,74,CB,73,2200000,18000,https://cdn.sofifa.com/players/225/673/21_120.png,39,Ghana
4234,Rick van Drongelen,CB,12/20/1998,185,81,71,80,CB,73,3900000,7000,https://cdn.sofifa.com/players/233/097/21_120.png,143,Netherlands
4235,Fredrik Jensen,"CAM, RM, LM",9/9/1997,183,80,71,78,CAM,73,3800000,15000,https://cdn.sofifa.com/players/234/889/21_120.png,95,Finland
4236,Ewerton José Almeida Santos,CB,3/23/1989,188,89,71,71,CB,71,1300000,11000,https://cdn.sofifa.com/players/205/194/21_120.png,449,Brazil
4237,Alejandro Saúl Chumacero Bracamonte,"CM, RM",4/22/1991,164,63,71,71,CM,71,1800000,7000,https://cdn.sofifa.com/players/211/338/21_120.png,271,Bolivia
4238,Raïs M'Bolhi Ouhab,GK,4/25/1986,188,83,71,71,GK,71,325000,14000,https://cdn.sofifa.com/players/171/146/21_120.png,426,Algeria
4239,Yuri de Souza Fonseca,ST,8/8/1982,186,78,71,71,ST,71,650000,6000,https://cdn.sofifa.com/players/003/467/21_120.png,363,Brazil
4240,Juan Cruz Álvaro Armada,"LB, LWB",7/28/1992,180,79,71,71,LB,71,1800000,17000,https://cdn.sofifa.com/players/206/219/21_120.png,65,Spain
4241,Keiren Westwood,GK,10/23/1984,187,86,71,71,GK,71,210000,7000,https://cdn.sofifa.com/players/172/939/21_120.png,215,Republic of Ireland
4242,汉超于,"LM, LW, RW",2/25/1987,179,70,71,71,LM,71,1200000,11000,https://cdn.sofifa.com/players/182/411/21_120.png,231,China PR
4243,Kevin Bua,LM,8/11/1993,180,75,71,71,LM,71,2000000,9000,https://cdn.sofifa.com/players/229/260/21_120.png,117,Switzerland
4244,Ricardo Jorge Vaz Tê,ST,10/1/1986,188,80,71,71,ST,71,1200000,7000,https://cdn.sofifa.com/players/152/718/21_120.png,268,Portugal
4245,Mohamed Fouzair,"RM, LM",12/24/1991,168,69,71,71,RM,71,1900000,14000,https://cdn.sofifa.com/players/240/526/21_120.png,489,Morocco
4246,Torgeir Børven,ST,12/3/1991,185,72,71,71,ST,71,1900000,19000,https://cdn.sofifa.com/players/193/422/21_120.png,235,Norway
4247,Rafael Garcia Tonioli Defendi,GK,12/22/1983,191,88,71,71,GK,71,210000,3000,https://cdn.sofifa.com/players/224/655/21_120.png,312,Brazil
4248,Stefan Schwab,"CDM, CM",9/27/1990,183,78,71,71,CDM,71,1600000,850,https://cdn.sofifa.com/players/204/688/21_120.png,129,Austria
4249,Arturo Rafael Mina Meza,CB,10/8/1990,190,84,71,71,CB,71,1600000,10000,https://cdn.sofifa.com/players/225/680/21_120.png,365,Ecuador
4250,Stefan Marinović,GK,10/7/1991,191,95,71,73,GK,71,1600000,3000,https://cdn.sofifa.com/players/231/056/21_120.png,615,New Zealand
4251,Bakery Jatta,"RW, LM, LW",6/6/1998,184,79,71,79,RM,73,4200000,10000,https://cdn.sofifa.com/players/234/640/21_120.png,143,Gambia
4252,Fousseni Diabaté,"LM, RM, ST",10/18/1995,175,60,71,74,LM,72,2600000,17000,https://cdn.sofifa.com/players/236/944/21_120.png,157,Mali
4253,Ivan Santini,ST,5/21/1989,190,90,71,71,ST,71,1600000,15000,https://cdn.sofifa.com/players/208/017/21_120.png,386,Croatia
4254,Romell Samir Quioto Robinson,"ST, LM, LW",8/9/1991,180,78,71,71,RW,72,1900000,7000,https://cdn.sofifa.com/players/210/321/21_120.png,328,Honduras
4255,Eduardo Antônio Machado Teixeira,"CM, CAM",6/7/1993,178,74,71,72,CAM,73,2100000,10000,https://cdn.sofifa.com/players/212/369/21_120.png,59,Brazil
4256,Leart Paqarada,"LB, LWB",10/8/1994,184,76,71,74,LWB,72,2300000,11000,https://cdn.sofifa.com/players/223/633/21_120.png,374,Kosovo
4257,铃木 武藏,"CF, ST",2/11/1994,185,74,71,73,ST,73,2400000,9000,https://cdn.sofifa.com/players/232/593/21_120.png,345,Japan
4258,Ante Palaversa,"CM, CDM, CAM",4/6/2000,187,79,71,83,CDM,74,4500000,43000,https://cdn.sofifa.com/players/247/185/21_120.png,42,Croatia
4259,Hanno Behrens,"CM, CAM, CDM",3/26/1990,188,82,71,71,CB,73,1800000,9000,https://cdn.sofifa.com/players/193/425/21_120.png,242,Germany
4260,Sebastian Jung,"RB, RM",6/22/1990,179,72,71,71,RB,71,1600000,8000,https://cdn.sofifa.com/players/192/658/21_120.png,387,Germany
4261,Leke Samson James,ST,11/1/1992,188,80,71,72,ST,72,2200000,6000,https://cdn.sofifa.com/players/207/507/21_120.png,295,Nigeria
4262,Thiago Claudnei Almeida Reis,"ST, RW, RM",2/29/1992,182,71,71,71,RW,72,1900000,16000,https://cdn.sofifa.com/players/230/291/21_120.png,158,Brazil
4263,Hamed Junior Traorè,"CAM, CM",2/16/2000,177,68,71,85,CAM,73,4500000,14000,https://cdn.sofifa.com/players/240/787/21_120.png,76,Ivory Coast
4264,Boško Šutalo,CB,1/1/2000,188,72,71,82,CB,73,3800000,19000,https://cdn.sofifa.com/players/255/891/21_120.png,24,Croatia
4265,Federico Marchetti,GK,2/7/1983,188,83,71,71,GK,71,210000,5000,https://cdn.sofifa.com/players/139/668/21_120.png,112,Italy
4266,Stole Dimitrievski,GK,12/25/1993,188,81,71,75,GK,71,2000000,4000,https://cdn.sofifa.com/players/211/348/21_120.png,253,North Macedonia
4267,Juan Pablo Añor Acosta,"RM, CM, CAM",1/24/1994,176,67,71,72,CAM,72,0,0,https://cdn.sofifa.com/players/216/468/21_120.png,,Venezuela
4268,Anastasios Donis,"ST, RM",8/29/1996,178,77,71,77,ST,73,3000000,15000,https://cdn.sofifa.com/players/227/732/21_120.png,127,Greece
4269,Jérémy Doku,"RW, LW",5/27/2002,171,60,71,88,RW,71,4800000,11000,https://cdn.sofifa.com/players/246/420/21_120.png,56,Belgium
4270,Jordan Steeven Sierra Flores,"CM, CDM",4/23/1997,169,62,71,78,CM,73,3700000,23000,https://cdn.sofifa.com/players/242/069/21_120.png,109,Ecuador
4271,Mauricio Ricardo Pinilla Ferreira,ST,2/4/1984,187,83,71,71,ST,71,650000,2000,https://cdn.sofifa.com/players/113/045/21_120.png,439,Chile
4272,Harry Arter,"CDM, CM",12/28/1989,176,70,71,71,CDM,71,1600000,27000,https://cdn.sofifa.com/players/184/469/21_120.png,141,Republic of Ireland
4273,Douglas Pereira dos Santos,"RB, RM",8/6/1990,171,60,71,71,RB,71,1600000,34000,https://cdn.sofifa.com/players/193/429/21_120.png,100,Brazil
4274,Gabriel Alejandro Paletta,CB,2/15/1986,190,80,71,71,CB,71,600000,3000,https://cdn.sofifa.com/players/165/526/21_120.png,251,Italy
4275,John Boye,CB,4/23/1987,185,72,71,71,CB,71,900000,11000,https://cdn.sofifa.com/players/190/870/21_120.png,149,Ghana
4276,Mark Gillespie,GK,3/27/1992,192,88,71,74,GK,71,1700000,19000,https://cdn.sofifa.com/players/198/039/21_120.png,37,England
4277,Marc Stendera,"CM, CAM, CDM",12/10/1995,173,73,71,76,CAM,73,2800000,6000,https://cdn.sofifa.com/players/210/583/21_120.png,454,Germany
4278,Igor Plastun,CB,8/20/1990,193,80,71,71,CB,71,1600000,14000,https://cdn.sofifa.com/players/243/863/21_120.png,131,Ukraine
4279,Martin Olsson,"LB, CB",5/17/1988,178,81,71,71,LB,71,1300000,2000,https://cdn.sofifa.com/players/184/472/21_120.png,535,Sweden
4280,윤빛가람 尹光河,"CM, LM",5/7/1990,178,75,71,71,CM,71,1800000,6000,https://cdn.sofifa.com/players/200/601/21_120.png,250,Korea Republic
4281,Bradley Guzan,GK,9/9/1984,193,95,71,71,GK,71,210000,3000,https://cdn.sofifa.com/players/164/505/21_120.png,319,United States
4282,Anthony Ujah,ST,10/14/1990,180,81,71,71,ST,71,1900000,21000,https://cdn.sofifa.com/players/198/554/21_120.png,120,Nigeria
4283,久保 裕也,"LW, RW, ST",12/24/1993,178,73,71,72,LW,71,2200000,6000,https://cdn.sofifa.com/players/217/242/21_120.png,376,Japan
4284,Dillon Phillips,GK,6/11/1995,188,75,71,76,GK,71,2200000,13000,https://cdn.sofifa.com/players/220/058/21_120.png,192,England
4285,Walter Elias Silvieiro Borges,ST,2/29/1992,179,70,71,71,ST,71,1900000,11000,https://cdn.sofifa.com/players/230/298/21_120.png,207,Brazil
4286,Óscar Francisco Jiménez Fabela,GK,10/12/1988,182,80,71,71,GK,71,1000000,17000,https://cdn.sofifa.com/players/192/922/21_120.png,123,Mexico
4287,Paolo Bartolomei,CM,8/22/1989,183,76,71,71,CM,71,1800000,13000,https://cdn.sofifa.com/players/229/276/21_120.png,236,Italy
4288,Efrén Alexander Mera Moreira,"CAM, CM",6/23/1985,166,67,71,71,CAM,71,775000,500,https://cdn.sofifa.com/players/253/340/21_120.png,257,Ecuador
4289,Ernesto Torregrossa,ST,6/28/1992,184,87,71,71,ST,71,1900000,25000,https://cdn.sofifa.com/players/220/829/21_120.png,249,Italy
4290,Prince Oniangué,"CDM, CM",11/4/1988,190,78,71,71,CB,72,1300000,6000,https://cdn.sofifa.com/players/183/453/21_120.png,306,Congo
4291,Josué Durval da Feira Cunha,ST,2/29/1992,177,71,71,71,ST,71,1900000,11000,https://cdn.sofifa.com/players/230/302/21_120.png,195,Brazil
4292,Wesley Foderingham,GK,1/14/1991,185,75,71,71,GK,71,1300000,17000,https://cdn.sofifa.com/players/193/182/21_120.png,67,England
4293,Damjan Đoković,"CM, CDM",4/18/1990,190,86,71,71,CDM,72,1800000,10000,https://cdn.sofifa.com/players/205/983/21_120.png,311,Croatia
4294,Fabricio Orosmán Formiliano Duarte,"CB, CDM",1/14/1993,185,85,71,73,CB,73,2000000,800,https://cdn.sofifa.com/players/232/607/21_120.png,205,Uruguay
4295,Aldo Jafid Cruz Sánchez,"LB, LWB",9/24/1997,173,62,71,77,LB,71,2800000,11000,https://cdn.sofifa.com/players/241/823/21_120.png,221,Mexico
4296,Richard Ofori Antwi,GK,11/1/1993,185,79,71,74,GK,71,1900000,500,https://cdn.sofifa.com/players/257/439/21_120.png,335,Ghana
4297,Clifford Aboagye,CM,2/11/1995,165,55,71,76,CAM,74,2700000,13000,https://cdn.sofifa.com/players/220/064/21_120.png,221,Ghana
4298,Matt Clarke,CB,9/22/1996,185,83,71,79,CB,73,3900000,25000,https://cdn.sofifa.com/players/221/600/21_120.png,227,England
4299,Yusuf Erdoğan,"LM, RM",8/7/1992,171,68,71,71,LM,71,2000000,10000,https://cdn.sofifa.com/players/223/136/21_120.png,314,Turkey
4300,Ladislav Krejčí,"CDM, CB",4/20/1999,190,86,71,78,CB,73,3600000,500,https://cdn.sofifa.com/players/252/064/21_120.png,116,Czech Republic
4301,Isaac Kiese Thelin,ST,6/24/1992,189,82,71,71,ST,71,1900000,16000,https://cdn.sofifa.com/players/205/985/21_120.png,222,Sweden
4302,Jake Cooper,CB,2/3/1995,199,85,71,75,CB,73,2300000,9000,https://cdn.sofifa.com/players/216/481/21_120.png,228,England
4303,Gil Esaul Alcalá Barba,GK,7/29/1992,179,74,71,74,GK,71,1800000,6000,https://cdn.sofifa.com/players/226/721/21_120.png,440,Mexico
4304,Benjamin Tetteh,ST,7/10/1997,193,91,71,80,ST,73,4200000,10000,https://cdn.sofifa.com/players/229/793/21_120.png,183,Ghana
4305,Tomáš Kalas,"CB, RB",5/15/1993,183,80,71,74,CB,73,2100000,24000,https://cdn.sofifa.com/players/201/122/21_120.png,233,Czech Republic
4306,Mauricio Andrés Cuero Castillo,RM,1/28/1993,178,83,71,71,RM,71,2000000,10000,https://cdn.sofifa.com/players/214/434/21_120.png,270,Colombia
4307,Hugo Isaac Rodríguez De La O,CB,6/8/1990,184,79,71,71,CB,71,1500000,15000,https://cdn.sofifa.com/players/187/298/21_120.png,176,Mexico
4308,Aitor Sanz Martín,CDM,9/13/1984,181,71,71,71,CDM,71,525000,5000,https://cdn.sofifa.com/players/142/499/21_120.png,212,Spain
4309,Sebastian Schonlau,CB,8/5/1994,185,77,71,74,CB,73,2200000,12000,https://cdn.sofifa.com/players/214/948/21_120.png,267,Germany
4310,Simon Fredrik Hedlund,"CF, ST",3/11/1993,173,66,71,71,RW,73,2000000,15000,https://cdn.sofifa.com/players/209/061/21_120.png,379,Sweden
4311,Andrew Ferai Rinomhota,"CDM, CM, RB",4/21/1997,175,72,71,78,CDM,73,3500000,8000,https://cdn.sofifa.com/players/228/517/21_120.png,166,England
4312,Fernando Dos Santos Pedro,"LM, ST",3/1/1999,176,69,71,83,CAM,72,4600000,500,https://cdn.sofifa.com/players/244/389/21_120.png,79,Brazil
4313,Adrián Ortolá Vañó,GK,8/20/1993,187,74,71,74,GK,71,1900000,6000,https://cdn.sofifa.com/players/204/966/21_120.png,212,Spain
4314,Judson Silva Tavares,CDM,5/25/1993,170,71,71,73,CDM,72,2000000,5000,https://cdn.sofifa.com/players/232/358/21_120.png,330,Brazil
