int_skill_id,int_player_id,int_dribbling,int_curve,int_fk_accuracy,int_long_passing,int_ball_control
5156,5156,13,16,12,25,25
5157,5157,71,63,34,64,68
5158,5158,73,61,70,65,67
5159,5159,68,64,57,60,71
5160,5160,54,58,59,59,71
5161,5161,71,64,53,56,70
5162,5162,71,55,48,58,68
5163,5163,73,70,67,50,71
5164,5164,76,56,54,55,75
5165,5165,72,71,73,59,71
5166,5166,41,46,54,61,54
5167,5167,70,78,78,70,68
5168,5168,46,26,31,52,57
5169,5169,73,54,52,55,62
5170,5170,13,20,15,19,23
5171,5171,69,69,58,64,68
5172,5172,75,54,48,55,68
5173,5173,49,24,28,47,56
5174,5174,71,65,54,56,71
5175,5175,67,60,56,38,69
5176,5176,67,66,58,63,69
5177,5177,57,55,29,64,69
5178,5178,64,65,72,68,70
5179,5179,70,42,41,66,71
5180,5180,70,71,72,64,70
5181,5181,43,26,25,58,63
5182,5182,73,49,51,44,68
5183,5183,69,70,70,74,73
5184,5184,65,72,68,66,68
5185,5185,66,53,45,58,70
5186,5186,68,60,58,63,72
5187,5187,61,65,41,66,65
5188,5188,69,61,48,67,69
5189,5189,62,62,66,73,65
5190,5190,65,71,56,67,68
5191,5191,72,68,72,68,75
5192,5192,65,66,56,69,73
5193,5193,72,68,50,66,70
5194,5194,67,64,44,60,70
5195,5195,75,64,67,73,74
5196,5196,68,55,34,63,71
5197,5197,21,12,16,49,19
5198,5198,46,30,26,51,60
5199,5199,65,59,56,70,68
5200,5200,72,66,61,64,69
5201,5201,20,18,14,21,24
5202,5202,70,61,49,56,65
5203,5203,40,28,31,50,48
5204,5204,71,60,28,53,68
5205,5205,72,56,57,66,71
5206,5206,66,57,35,58,69
5207,5207,44,25,21,67,60
5208,5208,71,63,48,51,68
5209,5209,60,55,30,58,62
5210,5210,37,44,34,61,52
5211,5211,57,22,66,57,62
5212,5212,29,43,43,45,55
5213,5213,16,21,18,22,23
5214,5214,59,70,66,61,65
5215,5215,71,76,75,70,71
5216,5216,74,70,75,60,74
5217,5217,64,32,29,54,63
5218,5218,69,65,57,64,67
5219,5219,71,67,65,70,74
5220,5220,69,60,64,33,64
5221,5221,60,73,61,72,70
5222,5222,63,65,73,69,66
5223,5223,67,47,41,43,69
5224,5224,65,55,35,25,67
5225,5225,70,61,64,65,68
5226,5226,73,65,65,66,73
5227,5227,72,69,66,62,70
5228,5228,74,71,65,65,70
5229,5229,63,52,41,68,63
5230,5230,70,77,75,70,73
5231,5231,73,40,36,35,68
5232,5232,41,35,30,47,58
5233,5233,74,71,67,56,70
5234,5234,14,19,14,29,21
5235,5235,72,78,72,66,72
5236,5236,66,53,31,52,68
5237,5237,72,72,72,72,75
5238,5238,70,59,40,74,74
5239,5239,63,53,35,44,66
5240,5240,70,69,67,74,74
5241,5241,73,56,27,62,65
5242,5242,68,72,72,67,69
5243,5243,68,44,23,38,65
5244,5244,47,48,31,59,67
5245,5245,69,66,28,46,74
5246,5246,73,48,54,40,72
5247,5247,43,20,20,49,60
5248,5248,66,54,64,63,65
5249,5249,23,19,17,42,26
5250,5250,69,68,47,52,68
5251,5251,76,51,60,55,72
5252,5252,73,70,65,55,74
5253,5253,73,69,58,71,75
5254,5254,68,50,45,67,70
5255,5255,69,57,47,71,70
5256,5256,64,74,79,69,71
5257,5257,36,35,68,31,60
5258,5258,12,16,14,22,22
5259,5259,56,32,57,68,62
5260,5260,60,51,32,61,63
5261,5261,72,64,64,59,70
5262,5262,72,58,46,57,70
5263,5263,76,73,70,59,75
5264,5264,71,66,53,60,70
5265,5265,67,65,60,76,71
5266,5266,66,59,38,59,65
5267,5267,59,58,59,70,70
5268,5268,60,30,34,61,62
5269,5269,58,42,52,66,65
5270,5270,48,20,22,57,53
5271,5271,70,60,41,41,68
5272,5272,75,70,64,58,72
5273,5273,40,28,35,63,67
5274,5274,60,50,30,56,65
5275,5275,69,45,41,53,68
5276,5276,61,27,24,73,65
5277,5277,47,48,23,54,62
5278,5278,67,64,58,52,72
5279,5279,18,19,12,21,25
5280,5280,17,12,12,23,30
5281,5281,63,62,64,61,64
5282,5282,72,57,42,62,73
5283,5283,74,59,52,64,71
5284,5284,66,45,53,63,64
5285,5285,74,65,57,54,66
5286,5286,59,29,34,55,61
5287,5287,49,35,38,63,59
5288,5288,68,73,75,57,65
5289,5289,65,67,58,56,68
5290,5290,72,75,61,63,74
5291,5291,52,23,41,59,62
5292,5292,64,74,66,71,70
5293,5293,64,63,56,71,69
5294,5294,71,46,45,28,69
5295,5295,36,30,40,65,53
5296,5296,61,41,49,59,63
5297,5297,69,75,71,65,71
5298,5298,61,32,25,61,59
5299,5299,72,66,70,56,67
5300,5300,16,15,19,25,21
5301,5301,62,42,40,70,70
5302,5302,71,50,26,34,66
5303,5303,68,59,44,70,73
5304,5304,69,64,56,63,68
5305,5305,20,19,19,22,10
5306,5306,70,72,66,66,73
5307,5307,72,73,67,65,74
5308,5308,75,64,33,44,74
5309,5309,64,53,54,59,67
5310,5310,69,63,49,50,69
5311,5311,68,68,64,80,74
5312,5312,69,74,71,65,68
5313,5313,19,14,15,44,15
5314,5314,51,36,32,69,59
5315,5315,69,52,38,37,71
5316,5316,72,77,78,74,75
5317,5317,58,58,52,70,67
5318,5318,70,71,68,67,72
5319,5319,69,68,25,71,63
5320,5320,51,36,27,37,56
5321,5321,70,51,38,68,67
5322,5322,74,56,60,60,72
5323,5323,66,49,39,49,70
5324,5324,31,25,16,53,44
5325,5325,54,46,33,69,68
5326,5326,68,59,64,71,71
5327,5327,58,31,30,67,66
5328,5328,63,36,37,72,73
5329,5329,66,72,63,65,74
5330,5330,60,67,66,66,70
5331,5331,74,53,47,70,76
5332,5332,12,16,13,32,17
5333,5333,20,12,10,33,26
5334,5334,40,59,25,65,63
5335,5335,17,16,21,18,23
5336,5336,63,60,46,63,66
5337,5337,65,59,26,59,68
5338,5338,64,53,33,44,65
5339,5339,66,61,45,50,67
5340,5340,67,52,58,57,65
5341,5341,36,24,22,61,55
5342,5342,14,15,15,26,22
5343,5343,35,46,27,63,58
5344,5344,72,60,63,67,73
5345,5345,69,73,72,68,71
5346,5346,62,46,62,63,68
5347,5347,58,36,33,34,62
5348,5348,55,63,42,70,66
5349,5349,72,68,57,56,70
5350,5350,68,71,41,59,69
5351,5351,59,38,52,69,67
5352,5352,68,32,39,34,71
5353,5353,63,60,59,64,67
5354,5354,42,46,39,61,51
5355,5355,73,61,51,66,73
5356,5356,14,12,15,36,20
5357,5357,14,12,20,24,23
5358,5358,79,71,65,60,77
5359,5359,67,74,66,59,64
5360,5360,71,68,61,57,69
5361,5361,71,65,76,69,74
5362,5362,57,61,59,65,59
5363,5363,71,55,47,63,73
5364,5364,18,10,10,27,19
5365,5365,76,73,68,71,69
5366,5366,74,81,41,57,73
5367,5367,70,77,73,57,68
5368,5368,71,71,77,69,74
5369,5369,37,21,26,63,53
5370,5370,32,34,37,55,62
5371,5371,22,31,28,45,69
5372,5372,11,17,19,40,34
5373,5373,69,39,50,29,65
5374,5374,59,28,47,65,65
5375,5375,67,50,46,52,67
5376,5376,69,38,41,71,71
5377,5377,72,79,69,65,70
5378,5378,57,27,26,54,61
5379,5379,70,56,51,68,72
5380,5380,64,42,41,61,71
5381,5381,74,75,72,68,74
5382,5382,71,81,82,68,74
5383,5383,73,68,62,62,74
5384,5384,62,51,61,53,66
5385,5385,63,55,53,76,74
5386,5386,51,55,40,56,59
5387,5387,75,66,53,57,70
5388,5388,45,37,38,61,55
5389,5389,67,30,38,68,69
5390,5390,74,70,59,55,74
5391,5391,43,64,54,61,62
5392,5392,60,43,29,63,65
5393,5393,76,50,40,59,72
5394,5394,17,14,13,34,18
5395,5395,67,49,58,38,68
5396,5396,70,61,47,55,69
5397,5397,68,81,78,76,72
5398,5398,50,35,32,45,52
5399,5399,66,49,42,70,71
5400,5400,22,33,49,44,48
5401,5401,49,25,24,64,52
5402,5402,16,15,14,28,19
5403,5403,71,73,52,70,69
5404,5404,65,44,47,69,71
5405,5405,52,25,42,54,62
5406,5406,72,81,75,66,74
5407,5407,19,27,21,25,27
5408,5408,65,50,31,34,72
5409,5409,71,57,43,64,70
5410,5410,60,64,40,63,66
5411,5411,68,61,39,63,68
5412,5412,66,59,49,52,67
5413,5413,34,27,34,49,61
5414,5414,10,16,14,35,23
5415,5415,75,81,59,71,73
5416,5416,68,68,66,67,73
5417,5417,40,33,35,48,43
5418,5418,46,37,40,55,55
5419,5419,56,42,31,65,64
5420,5420,65,60,35,66,68
5421,5421,67,72,44,57,72
5422,5422,68,75,74,70,73
5423,5423,73,72,70,70,74
5424,5424,72,73,66,61,70
5425,5425,70,68,65,66,68
5426,5426,71,62,50,70,69
5427,5427,75,71,70,73,75
5428,5428,49,43,45,54,53
5429,5429,59,45,22,60,58
5430,5430,71,48,45,71,67
5431,5431,69,44,29,44,68
5432,5432,70,52,71,63,69
5433,5433,63,70,58,75,66
5434,5434,70,63,41,57,70
5435,5435,11,11,15,17,20
5436,5436,72,44,41,58,69
5437,5437,71,66,45,63,69
5438,5438,61,51,62,64,63
5439,5439,63,58,61,63,67
5440,5440,71,61,60,66,73
5441,5441,58,43,44,52,65
5442,5442,36,33,45,53,68
5443,5443,68,57,51,66,69
5444,5444,73,80,68,64,71
5445,5445,70,38,34,44,71
5446,5446,68,54,46,66,70
5447,5447,72,70,64,70,74
5448,5448,65,58,41,58,66
5449,5449,72,64,66,67,72
5450,5450,50,40,39,53,58
5451,5451,71,67,59,69,73
5452,5452,68,47,51,60,69
5453,5453,70,49,40,56,70
5454,5454,35,40,34,56,56
5455,5455,63,53,46,67,72
5456,5456,65,74,65,65,65
5457,5457,61,65,63,68,66
5458,5458,70,80,77,64,74
5459,5459,71,65,68,70,74
5460,5460,56,48,49,58,62
5461,5461,64,69,73,67,66
5462,5462,72,69,61,63,70
5463,5463,70,61,63,53,69
5464,5464,64,59,36,59,70
5465,5465,71,54,42,59,72
5466,5466,51,38,31,48,58
5467,5467,73,59,68,50,72
5468,5468,69,69,63,68,68
5469,5469,12,15,18,43,16
5470,5470,61,36,36,64,63
5471,5471,74,67,43,54,68
5472,5472,67,69,70,72,72
5473,5473,61,37,36,70,58
5474,5474,12,19,11,33,14
5475,5475,57,60,61,63,60
5476,5476,62,62,58,57,63
5477,5477,72,82,75,65,70
5478,5478,71,58,36,58,68
5479,5479,68,48,43,63,65
5480,5480,74,58,62,46,70
5481,5481,61,61,40,75,75
5482,5482,71,69,75,65,73
5483,5483,66,59,47,70,70
5484,5484,74,65,59,61,72
5485,5485,64,38,44,31,65
5486,5486,71,73,72,68,71
5487,5487,64,62,52,60,66
5488,5488,72,51,45,60,70
5489,5489,64,42,40,66,65
5490,5490,51,27,32,72,64
5491,5491,57,60,32,62,64
5492,5492,68,60,61,68,72
5493,5493,64,62,59,65,70
5494,5494,11,21,17,25,23
5495,5495,69,65,68,48,71
5496,5496,59,43,30,55,64
5497,5497,64,53,37,65,67
5498,5498,46,42,31,59,56
5499,5499,77,71,66,33,74
5500,5500,63,60,40,55,66
5501,5501,67,71,75,63,70
5502,5502,38,36,28,36,48
5503,5503,73,65,61,70,71
5504,5504,72,72,48,46,74
5505,5505,65,43,36,43,70
5506,5506,72,60,52,60,69
5507,5507,68,54,29,70,70
5508,5508,65,60,40,69,66
5509,5509,70,69,58,67,70
5510,5510,39,26,27,48,51
5511,5511,68,71,68,62,69
5512,5512,73,68,53,62,70
5513,5513,54,34,12,60,58
5514,5514,72,52,53,69,71
5515,5515,69,60,62,53,68
5516,5516,58,32,23,59,53
5517,5517,71,59,46,68,70
5518,5518,73,61,34,62,71
5519,5519,61,49,32,41,65
5520,5520,63,39,40,67,67
5521,5521,69,59,61,39,67
5522,5522,49,52,56,72,58
5523,5523,59,45,68,63,62
5524,5524,66,46,41,53,73
5525,5525,56,59,25,62,64
5526,5526,49,41,58,67,65
5527,5527,67,61,56,63,70
5528,5528,67,67,60,67,65
5529,5529,74,67,40,53,71
5530,5530,63,45,53,62,66
5531,5531,43,35,29,65,57
5532,5532,13,20,12,11,14
5533,5533,64,48,56,51,63
5534,5534,13,13,18,19,21
5535,5535,70,51,30,53,67
5536,5536,12,12,15,29,23
5537,5537,77,63,22,65,69
5538,5538,15,10,15,35,11
5539,5539,67,54,39,64,69
5540,5540,71,67,50,63,70
5541,5541,61,62,36,60,66
5542,5542,67,38,29,36,65
5543,5543,46,31,23,58,52
5544,5544,12,11,14,26,23
5545,5545,46,36,31,68,65
5546,5546,75,66,59,45,74
5547,5547,10,14,10,28,16
5548,5548,59,72,67,69,69
5549,5549,11,18,19,17,25
5550,5550,70,52,68,69,71
5551,5551,77,71,57,59,71
5552,5552,65,39,33,62,70
5553,5553,70,46,31,51,68
5554,5554,75,62,59,68,74
5555,5555,30,32,28,45,47
5556,5556,63,32,30,22,67
5557,5557,48,51,56,64,55
5558,5558,76,63,58,66,70
5559,5559,62,67,51,45,64
5560,5560,62,64,62,67,69
5561,5561,61,36,30,34,64
5562,5562,74,65,57,65,74
5563,5563,73,59,35,62,71
5564,5564,70,58,43,28,68
5565,5565,73,75,83,72,77
5566,5566,46,33,32,63,63
5567,5567,55,56,38,66,64
5568,5648,70,67,73,80,75
5569,5568,66,53,43,51,67
5570,5569,66,74,72,72,71
5571,5570,65,48,47,62,70
5572,5571,65,56,68,55,68
5573,5572,78,50,44,62,70
5574,5573,67,44,28,72,68
5575,5574,68,54,42,64,65
5576,5575,72,39,31,60,68
5577,5576,58,59,46,60,64
5578,5577,56,36,37,69,67
5579,5578,66,64,51,66,72
5580,5579,65,59,41,60,64
5581,5580,75,76,65,56,73
5582,5581,66,55,60,68,70
5583,5582,67,76,80,65,62
5584,5583,46,25,22,57,64
5585,5584,18,13,14,24,20
5586,5585,70,49,52,63,67
5587,5586,78,63,54,60,70
5588,5587,57,43,28,29,64
5589,5588,66,70,63,68,75
5590,5589,59,59,34,65,61
5591,5590,46,44,46,62,59
5592,5591,45,68,55,76,60
5593,5592,56,61,46,52,71
5594,5593,69,67,51,62,71
5595,5594,70,82,73,59,72
5596,5595,73,67,67,56,72
5597,5596,75,57,39,54,73
5598,5597,67,39,27,51,66
5599,5598,71,61,28,66,73
5600,5599,73,66,71,65,74
5601,5600,68,68,55,53,70
5602,5601,46,38,33,42,59
5603,5602,72,56,44,72,71
5604,5603,74,61,50,60,70
5605,5604,65,60,47,69,72
5606,5605,63,38,35,36,69
5607,5606,73,64,54,56,69
5608,5607,71,61,37,68,72
5609,5608,64,70,70,65,70
5610,5609,5,12,12,24,20
5611,5610,62,55,71,71,61
5612,5611,67,54,55,70,68
5613,5612,57,36,39,62,64
5614,5613,74,47,45,68,69
5615,5614,61,65,55,58,65
5616,5615,63,47,44,45,72
5617,5616,71,63,35,58,70
5618,5617,53,49,50,59,60
5619,5618,20,20,9,49,39
5620,5619,59,31,41,64,63
5621,5620,67,39,41,50,66
5622,5621,17,14,14,18,23
5623,5622,62,60,38,60,66
5624,5623,69,81,55,61,68
5625,5624,74,71,69,52,71
5626,5625,65,71,70,61,68
5627,5626,73,67,52,61,73
5628,5627,69,71,72,65,67
5629,5628,63,49,58,67,69
5630,5629,74,69,40,51,70
5631,5630,67,69,78,70,67
5632,5631,38,33,30,60,62
5633,5632,71,55,35,41,71
5634,5633,59,41,42,62,60
5635,5634,13,16,12,34,22
5636,5635,14,18,12,33,19
5637,5636,71,57,39,66,72
5638,5637,29,23,12,39,27
5639,5638,70,45,45,72,69
5640,5639,44,31,35,58,58
5641,5640,72,53,56,75,73
5642,5641,77,66,42,49,68
5643,5642,66,47,39,58,65
5644,5643,40,26,28,46,48
5645,5644,72,66,69,67,70
5646,5645,51,32,26,60,65
5647,5646,73,69,54,60,71
5648,5647,62,41,33,43,63
5649,5649,69,54,48,68,74
5650,5650,18,17,19,30,22
5651,5651,68,74,61,70,70
5652,5652,66,61,54,60,71
5653,5653,39,31,42,65,63
5654,5654,55,56,30,63,64
5655,5655,68,49,60,62,66
5656,5656,72,68,51,64,70
5657,5657,66,63,67,60,69
5658,5658,56,32,33,63,63
5659,5659,52,56,50,62,58
5660,5660,53,47,37,60,50
5661,5661,66,72,68,68,67
5662,5662,71,66,64,65,75
5663,5663,75,61,43,59,72
5664,5664,54,31,22,61,53
5665,5665,12,30,20,11,15
5666,5666,68,46,57,61,67
5667,5667,71,74,72,70,74
5668,5668,13,14,13,33,21
5669,5669,54,52,37,58,55
5670,5670,63,49,41,53,65
5671,5671,16,24,14,26,14
5672,5672,71,54,53,69,73
5673,5673,63,55,55,69,65
5674,5674,64,45,47,58,67
5675,5675,75,53,55,60,73
5676,5676,55,49,45,62,62
5677,5677,68,64,62,64,73
5678,5678,71,51,47,62,70
5679,5679,71,58,39,57,70
5680,5680,60,41,46,60,65
5681,5681,74,64,66,65,72
5682,5682,61,63,49,49,68
5683,5683,11,14,11,14,21
5684,5684,67,54,57,62,69
5685,5685,11,15,16,31,21
5686,5686,66,66,67,64,66
5687,5687,65,54,41,65,73
5688,5688,72,49,40,60,70
5689,5689,72,61,65,50,71
5690,5690,14,13,11,18,20
5691,5691,78,74,72,61,74
5692,5692,58,37,43,62,65
5693,5693,69,59,57,38,70
5694,5694,69,51,42,62,67
5695,5695,66,63,47,68,70
5696,5696,70,64,63,64,71
5697,5697,64,30,33,56,67
5698,5698,63,73,72,72,72
5699,5699,70,63,65,62,68
5700,5700,68,77,66,65,64
5701,5701,70,50,27,60,70
5702,5702,68,38,32,66,67
5703,5703,71,63,67,70,72
5704,5704,65,56,44,62,66
5705,5705,68,65,67,56,65
5706,5706,75,63,66,60,63
5707,5707,42,44,47,57,57
5708,5708,61,55,42,51,62
5709,5709,54,41,33,65,70
5710,5710,52,33,48,72,69
5711,5711,62,64,62,63,64
5712,5712,66,70,57,65,69
5713,5713,74,61,48,48,71
5714,5714,67,65,50,57,69
5715,5715,71,50,37,70,67
5716,5716,70,54,47,68,68
5717,5717,38,32,25,42,45
5718,5718,55,44,39,64,60
5719,5719,73,66,45,54,69
5720,5720,65,65,48,52,73
5721,5721,57,39,35,61,64
5722,5722,51,41,48,62,62
5723,5723,66,34,44,26,68
5724,5724,71,57,50,53,72
5725,5725,72,64,61,58,67
5726,5726,58,59,58,70,66
5727,5727,11,11,15,30,14
5728,5728,60,60,32,40,64
5729,5729,65,42,30,61,65
5730,5730,70,73,77,70,65
5731,5731,67,56,51,60,65
5732,5732,44,52,53,66,48
5733,5733,42,45,35,53,44
5734,5734,50,27,30,52,55
5735,5735,68,73,71,70,73
5736,5736,72,46,29,33,70
5737,5737,60,60,60,64,65
5738,5738,44,27,25,50,51
5739,5739,55,30,29,60,55
5740,5740,11,14,17,24,25
5741,5741,72,53,72,75,72
5742,5742,52,42,50,66,65
5743,5743,68,55,42,72,70
5744,5744,62,59,44,38,65
5745,5745,15,13,18,28,15
5746,5746,69,37,39,65,68
5747,5747,69,60,30,53,68
5748,5748,57,51,40,48,65
5749,5749,70,70,66,65,71
5750,5750,11,9,12,35,23
5751,5751,69,72,66,65,72
5752,5752,65,54,39,47,67
5753,5753,42,28,29,59,64
5754,5754,71,80,72,69,72
5755,5755,80,63,60,64,81
5756,5756,68,66,65,64,70
5757,5757,53,48,33,70,66
5758,5758,65,69,62,67,70
5759,5759,71,56,48,53,67
5760,5760,68,58,48,67,72
5761,5761,68,44,45,70,69
5762,5762,63,61,64,64,67
5763,5763,33,36,42,71,51
5764,5764,69,58,44,69,71
5765,5765,68,68,44,64,70
5766,5766,72,63,47,45,70
5767,5767,10,12,10,23,18
5768,5768,65,61,54,63,63
5769,5769,61,52,57,65,68
5770,5770,38,28,52,58,64
5771,5771,58,33,30,65,60
5772,5772,65,43,46,68,66
5773,5773,39,24,32,68,41
5774,5774,11,12,12,21,17
5775,5775,69,66,60,71,70
5776,5776,67,72,72,63,59
5777,5777,60,63,32,67,72
5778,5778,70,69,67,58,73
5779,5779,67,44,42,56,69
5780,5780,68,54,46,58,69
5781,5781,19,15,20,24,23
5782,5782,80,65,36,57,77
5783,5783,77,45,55,56,71
5784,5784,70,60,41,44,69
5785,5785,67,49,44,54,69
5786,5786,70,66,62,75,68
5787,5787,67,61,59,66,64
5788,5788,69,69,47,66,65
5789,5789,69,69,72,68,72
5790,5790,71,42,48,45,68
5791,5791,11,16,11,13,17
5792,5792,70,60,56,56,69
5793,5793,60,48,62,65,64
5794,5794,68,66,51,70,74
5795,5795,66,65,68,67,69
5796,5796,66,31,28,47,65
5797,5797,62,48,33,36,66
5798,5798,72,58,52,56,70
5799,5799,73,51,37,62,70
5800,5800,63,36,32,67,68
5801,5801,68,53,49,66,71
5802,5802,76,66,41,57,73
5803,5803,64,74,79,61,67
5804,5804,42,35,37,58,54
5805,5805,37,38,29,23,49
5806,5806,74,72,69,65,70
5807,5807,44,54,29,61,53
5808,5808,22,13,34,32,31
5809,5809,63,69,44,62,63
5810,5810,77,63,45,64,72
5811,5811,55,48,59,61,63
5812,5812,70,62,42,55,65
5813,5813,70,66,47,67,72
5814,5814,10,11,10,41,24
5815,5815,18,19,20,12,12
5816,5816,60,50,48,65,64
5817,5817,73,62,69,67,71
5818,5818,69,41,33,53,67
5819,5819,61,63,60,58,67
5820,5820,48,52,35,59,59
5821,5821,62,41,33,62,64
5822,5822,63,43,36,57,68
5823,5823,64,60,68,62,66
5824,5824,57,43,50,63,59
5825,5825,50,38,57,53,61
5826,5826,15,11,12,29,14
5827,5827,66,72,73,70,68
5828,5828,67,50,42,74,73
5829,5829,11,12,16,18,13
5830,5830,58,38,37,63,66
5831,5831,65,57,38,58,62
5832,5832,72,47,41,60,71
5833,5833,72,53,48,68,73
5834,5834,60,49,38,60,63
5835,5835,69,63,63,71,69
5836,5836,68,69,66,56,69
5837,5837,54,78,68,52,70
5838,5838,44,39,71,63,59
5839,5839,77,51,52,41,71
5840,5840,75,58,43,51,73
5841,5841,65,32,35,38,70
5842,5842,77,62,58,56,70
5843,5843,63,63,62,61,63
5844,5844,72,72,67,65,70
5845,5845,67,45,47,64,67
5846,5846,55,67,65,63,63
5847,5847,74,75,72,68,72
5848,5848,27,22,22,58,65
5849,5849,53,32,31,58,63
5850,5850,60,32,30,66,62
5851,5851,63,57,49,58,68
5852,5852,23,15,23,34,15
5853,5853,65,44,36,44,66
5854,5854,68,74,74,70,68
5855,5855,71,65,65,58,70
5856,5856,61,56,64,66,65
5857,5857,73,67,68,58,63
5858,5858,39,32,27,40,52
5859,5859,71,43,42,66,76
5860,5860,67,51,55,57,69
5861,5861,65,51,67,76,69
5862,5862,75,53,39,58,69
5863,5863,12,14,17,18,27
5864,5864,65,53,67,57,70
5865,5865,64,38,33,55,67
5866,5866,69,63,55,58,69
5867,5867,75,67,65,70,72
5868,5868,14,13,14,20,23
5869,5869,75,66,65,51,71
5870,5870,58,33,29,53,64
5871,5871,69,61,54,50,69
5872,5872,65,62,62,43,64
5873,5873,66,47,48,58,67
5874,5874,64,36,41,36,65
5875,5875,62,59,35,66,64
5876,5876,76,67,72,73,71
5877,5877,34,33,28,63,51
5878,5878,8,10,13,15,14
5879,5879,52,45,59,71,66
5880,5880,65,66,56,54,68
5881,5881,69,59,56,68,71
5882,5882,53,36,29,54,65
5883,5883,69,47,52,68,73
5884,5884,12,12,15,28,13
5885,5885,51,42,32,59,58
5886,5886,74,67,58,47,70
5887,5887,71,70,68,63,70
5888,5888,75,47,43,63,74
5889,5889,58,41,44,61,60
5890,5890,68,60,37,44,65
5891,5891,73,55,55,63,71
5892,5892,57,34,23,70,60
5893,5893,67,52,48,54,68
5894,5894,72,59,46,61,71
5895,5895,62,43,34,65,67
5896,5896,57,57,38,67,65
5897,5897,70,71,69,70,71
5898,5898,17,18,19,17,22
5899,5899,59,67,66,67,64
5900,5900,65,57,66,73,70
5901,5901,67,64,68,66,68
5902,5902,14,18,20,39,27
5903,5903,72,70,61,62,68
5904,5904,39,30,29,51,59
5905,5905,64,47,46,61,67
5906,5906,75,61,57,55,75
5907,5907,44,34,24,66,52
5908,5908,70,66,68,70,71
5909,5909,30,35,40,57,48
5910,5910,72,73,71,70,73
5911,5911,14,16,19,22,20
5912,5912,70,57,51,46,71
5913,5913,68,63,58,61,72
5914,5914,67,57,60,67,66
5915,5915,72,65,57,70,72
5916,5916,54,30,38,63,61
5917,5917,61,53,43,59,63
5918,5918,72,68,67,61,70
5919,5919,67,47,51,70,61
5920,5920,65,51,49,67,69
5921,5921,66,48,57,67,68
5922,5922,48,34,30,59,57
5923,5923,69,67,70,73,72
5924,5924,72,71,50,62,73
5925,5925,63,67,70,62,67
5926,5926,52,36,40,64,55
5927,5927,63,54,32,50,62
5928,5928,71,48,36,65,71
5929,5929,74,73,69,60,72
5930,5930,67,47,42,62,65
5931,5931,74,69,63,67,69
5932,5932,62,42,64,72,65
5933,5933,67,60,43,42,71
5934,5934,73,69,45,65,71
5935,5935,12,15,8,28,14
5936,5936,55,44,26,59,63
5937,5937,73,64,60,65,68
5938,5938,60,41,51,58,62
5939,5939,55,38,29,52,62
5940,5940,62,77,39,41,68
5941,5941,70,70,67,63,67
5942,5942,24,23,27,51,40
5943,5943,66,63,73,63,68
5944,5944,70,36,29,66,73
5945,5945,51,38,21,62,57
5946,5946,57,44,25,50,51
5947,5947,66,64,42,70,70
5948,5948,60,53,59,29,65
5949,5949,62,67,70,60,63
5950,5950,73,52,31,38,72
5951,5951,72,44,30,49,71
5952,5952,73,60,40,54,68
5953,5953,51,43,63,53,52
5954,5954,73,45,65,61,68
5955,5955,58,40,53,58,50
5956,5956,67,54,36,57,63
5957,5957,61,45,55,61,60
5958,5958,65,66,62,70,61
5959,5959,69,75,47,71,73
5960,5960,63,58,54,43,67
5961,5961,73,66,43,61,67
5962,5962,71,62,50,55,69
5963,5963,72,71,75,59,65
5964,5964,62,71,65,58,59
5965,5965,63,41,34,40,66
5966,5966,67,60,45,47,66
5967,5967,49,32,38,64,64
5968,5968,67,56,34,65,67
5969,5969,63,58,24,64,64
5970,5970,49,51,49,55,55
5971,5971,63,55,52,41,69
5972,5972,73,57,75,61,70
5973,5973,73,75,74,62,71
5974,5974,75,64,59,53,70
5975,5975,64,34,39,57,64
5976,5976,68,65,67,71,70
5977,5977,72,64,47,62,70
5978,5978,52,28,28,52,53
5979,5979,69,66,62,67,70
5980,5980,68,63,56,41,68
5981,5981,69,66,59,53,69
5982,5982,70,67,68,68,70
5983,5983,72,44,42,68,74
5984,5984,61,54,31,59,62
5985,5985,51,27,32,54,66
5986,5986,15,15,12,37,32
5987,5987,66,62,65,64,73
5988,5988,78,70,63,67,70
5989,5989,72,61,30,64,70
5990,5990,41,32,27,62,56
5991,5991,68,69,71,59,67
5992,5992,70,58,51,59,71
5993,5993,62,55,62,64,65
5994,5994,74,66,45,65,70
5995,5995,73,67,58,55,72
5996,5996,69,52,55,60,71
5997,5997,73,56,43,65,69
5998,5998,72,41,48,42,69
5999,5999,69,72,74,63,70
6000,6000,78,67,29,54,75
6001,6001,74,75,71,68,72
6002,6002,61,41,52,65,64
6003,6003,71,64,66,73,72
6004,6004,75,65,66,66,72
6005,6005,14,25,22,28,20
6006,6006,50,40,34,57,62
6007,6007,68,75,78,70,74
6008,6008,55,48,45,67,70
6009,6009,68,32,70,71,70
6010,6010,70,60,63,60,70
6011,6011,67,58,70,68,70
6012,6012,69,59,46,49,70
6013,6013,43,46,53,57,56
6014,6014,65,61,67,67,70
6015,6015,63,77,74,64,64
6016,6016,62,65,34,65,62
6017,6017,56,59,37,56,57
6018,6018,19,17,17,16,17
6019,6019,59,32,32,71,70
6020,6020,67,60,37,62,64
6021,6021,76,35,34,62,73
6022,6022,71,67,67,70,72
6023,6023,73,62,69,53,71
6024,6024,33,33,21,61,59
6025,6025,68,62,56,51,69
6026,6026,50,37,39,54,62
